                                      extracted_emojis                               Sentiment_score
393  this application is better than riding a rolle...                   (0.23000000000000004, 0.33)
394  hi sir... facebook is very good and important ...                   (0.21500000000000002, 0.62)
395  in 2011 i just couldn't find anything i went b...                                   (0.37, 0.5)
396  it has become so modern, fun, and exciting to ...      (0.2666666666666667, 0.4533333333333334)
397  amazing apps ..very helpful and supportive app...                                  (0.55, 0.95)
398  i've been using fb since some years ago with n...                                 (-0.05, 0.15)
399  i don't want it and they don't even care about...    (-0.33124999999999993, 0.6666666666666666)
400  i used to be on the app site alot more . when ...      (0.2708333333333333, 0.2833333333333333)
401  let your "saved items" carry the exact date an...                               (-0.125, 0.625)
402  absolutely ridiculous, reloaded on my opd phon...     (-0.1111111111111111, 0.7000000000000001)
403  absolutely amazing application for social medi...      (0.5444444444444444, 0.6555555555555556)
404  very nice and awesome, very fast to use this a...                    (0.68, 0.9266666666666667)
405  facebook is a great application and its work i...                     (0.6633333333333333, 0.5)
406                         great service and friendly                               (0.5875, 0.625)
407  very pleasant to use app. makes connecting wit...      (0.8433333333333333, 0.9833333333333334)
408  facebook is a great way to keep in touch with ...                                   (0.8, 0.75)
409  this is a best social media app any photo post...     (0.3638888888888889, 0.38611111111111107)
410  hi. anyone else unable to turn off the notific...    (-0.09999999999999999, 0.3666666666666667)
411  facebook is a very important software, through...       (0.2742857142857143, 0.644047619047619)
412                         love it just too many ads.                                   (0.5, 0.55)
413     very nice and very entertainment entertainment                                  (0.49, 0.65)
414  i love facebook because i have good quality an...             (0.053515625, 0.4533333333333334)
415  facebook page not good app bottom not show and...                   (-0.35, 0.6000000000000001)
416  its so annoying when you are done watching som...                               (-0.085, 0.605)
417                 fun more challenging than it looks     (0.43333333333333335, 0.5666666666666667)
418  it app is very difficult and different from ea...    (-0.07222222222222223, 0.8111111111111112)
419  dear facebook team i'm not logged in facebook ...                                    (0.0, 0.1)
420      wonderful app for communication n information                                    (1.0, 1.0)
421  this app functions well all promises kept i fo...                                    (0.0, 1.0)
422  one of the best application for watching any t...                                    (1.0, 0.3)
423  way to connect, to easy post somethings uninte...     (0.43333333333333335, 0.8333333333333334)
424  this is good app but it take long time to open...                    (0.21666666666666665, 0.5)
425  everything will be good with facebook if i did...      (0.5472727272727272, 0.6809090909090909)
426  very useful app to connect all over world. tha...                                   (0.39, 0.0)
427  this is a great social media app. i am very sa...     (0.43036130536130535, 0.5952214452214453)
428  this app is most travelling or usual to contac...                                (0.125, 0.375)
429  app is fantastic but many time in a day i am o...     (0.2833333333333334, 0.44999999999999996)
430  good..but it has blocked some content .. not u...                                    (0.0, 0.0)
431       simple and easy way to connect with friends.     (0.21666666666666667, 0.5952380952380952)
432  something to do when bored and standing in lin...                                   (-0.5, 1.0)
433  google developer account number is scanned ima...                   (0.15, 0.27708333333333335)
434  best platform for social networking and commun...     (0.5166666666666667, 0.18333333333333332)
435  we are connected for ever. thanks for connecti...                                    (0.2, 0.2)
436  app is good but very much laggy.most time diff...                   (0.15333333333333332, 0.62)
437  please do something,my account has been locked...                  (-0.04999999999999999, 0.95)
438  have no issues with this app. alot of "bugs" t...    (0.06805555555555555, 0.48333333333333334)
439                 awesome to get news and give news.                                    (1.0, 1.0)
440  fantasic! this app is great to reach out to fa...       (0.506534090909091, 0.6022727272727273)
441  having fun using ☺️ it but why can't i get the...                    (0.2, 0.15000000000000002)
442  very nice app, i just have one suggestion: peo...     (0.18285714285714286, 0.3157509157509158)
443                   was real good and easy to access      (0.7166666666666667, 0.8666666666666667)
444  actually, i've been using it since then, but i...                              (0.0625, 0.5625)
445  facebook app very slow not niece,not enjoyable...                  (0.054999999999999966, 0.56)
446                 helpful and very convenient to use                                    (0.2, 0.3)
447  this app is cool i can share what i do everyda...                  (0.07499999999999998, 0.625)
448  very use full app and funny videos all rounder...     (0.26666666666666666, 0.6166666666666667)
449  close id. recovery system is very bad, after a...    (-0.10499999999999993, 0.7333333333333334)
450  [we are more than six generations and growing ...                  (0.225, 0.37499999999999994)
451  i loooove fb...but..please 1.bring back the op...    (-0.16366071428571427, 0.5042857142857142)
452  it's a good for me i can study language from i...     (0.39999999999999997, 0.5666666666666668)
453  best social networking app ever in the univers...     (0.5166666666666667, 0.18333333333333332)
454  love these slots. they remind me of being at t...                              (0.9765625, 0.6)
455  what's going on with the watch video section? ...                (-0.14583333333333334, 0.4375)
456  very nice platform beautiful videos and entert...                                  (0.815, 1.0)
457  hey facebook; i have 4.7k followers and i'm re...                   (0.25, 0.30000000000000004)
458  回 回 回 17:54 17:54 restore backup restore backu...                                    (0.0, 0.0)
459                       very productive in all areas                                    (0.2, 0.3)
460                              great and easy to use      (0.6166666666666667, 0.7916666666666667)
461  wonderfully satisfactory. it fulfilled my soci...      (0.5166666666666667, 0.5333333333333333)
462                                easy to use & enjoy      (0.4166666666666667, 0.6666666666666667)
463    very usefull application and great application.                                  (0.5, 0.525)
464                      great social app for any age!     (0.42083333333333334, 0.4083333333333333)
465  i just want to give this a 5 stars because it'...                                    (0.3, 0.0)
466                            bold and butyfull app .      (0.3333333333333333, 0.6666666666666666)
467  latest update refuses to install for some reas...                                    (0.5, 0.9)
468  helps with business, personal, promotion and a...     (0.04242424242424242, 0.2053030303030303)
469  great way to get back in touch with old friend...    (0.30833333333333335, 0.31666666666666665)
470           it helps to make friends and easy to use     (0.43333333333333335, 0.8333333333333334)
471  i like this apps and why so many too can updat...                                    (0.5, 0.5)
472  since 2012 till now .... i'm only say all thin...     (0.24285714285714288, 0.6285714285714287)
473  it is a good app. we can get connected in a se...    (0.26666666666666666, 0.26666666666666666)
474                      excellent communication app..                                    (1.0, 1.0)
475             very good in using it,ads are optional      (0.9099999999999999, 0.7800000000000001)
476  this point couldn't live without it everyone h...     (0.41878787878787876, 0.7999999999999999)
477  i absolutely love that you can put a subject i...      (0.1328053456959707, 0.3305860805860806)
478  i really like this application because, in add...     (0.26753246753246757, 0.4149350649350649)
479  one of the best application outbeating twitter...                              (0.4375, 0.3375)
480  this is one of the great app yes, but i have s...     (0.47500000000000003, 0.5249999999999999)
481  i am using a chromebook 315 having issues open...      (0.07030636030636031, 0.391008991008991)
482  i could say a million things both good and bad...                    (0.25, 0.5944444444444444)
483  i love the experience fully and have managed t...     (0.37878787878787873, 0.5181818181818182)
484  it's top of my expectation.. this is the best ...                                   (0.75, 0.4)
485  awesome app to download in order to communicat...                     (0.6, 0.6666666666666666)
486  nice app but my profile not work professional ...     (0.26666666666666666, 0.4000000000000001)
487  i do enjoy facebook when i do get on it. i hav...                   (0.05000000000000002, 0.45)
488  this app is good tho, when it comes to communi...                    (0.09999999999999998, 0.8)
489  it is a excellent app. i like it .it is easy a...      (0.4777777777777778, 0.7301587301587302)
490  nice one thanks to the same day as well as the...    (0.26666666666666666, 0.44166666666666665)
491  its about time you stoped theres peope who say...     (0.3333333333333333, 0.41666666666666663)
492  sir/madam , i noticed that i can't send friend...                                    (0.1, 0.6)
493  nice app,to use bcoz if u share some post they...                                    (0.6, 1.0)
494  this is a very helpful way to keep in touch wi...                   (0.35, 0.44999999999999996)
495  our facebook id is not opening please help it ...                                    (0.0, 0.0)
496  this is relaxing and beautiful! i really like it.                                    (0.6, 0.6)
497        the best application for news and time pass                                    (1.0, 0.3)
498  very good app but please can u add an afraid e...     (0.15499999999999997, 0.8400000000000001)
499  very very much good  app but forgot password n...                     (0.7, 0.6000000000000001)
500  i love to facebook, this is a my friends faceb...                                   (0.25, 0.5)
501  im a big fan of the genius behind this app his...                    (0.06666666666666665, 0.6)
502  facebook is a very good app where you can enjo...                   (0.655, 0.6400000000000001)
503  this app is soo cool , chatting with it ,it fe...                                (0.425, 0.575)
504          excellent app. please add dislike button.                                    (1.0, 1.0)
505         a great app for communication with friends                                   (0.8, 0.75)
506  i like the new changes at the casino, and the ...      (0.3148989898989899, 0.5959595959595959)
507  login problem show plz slove this problem fast...                                   (0.0, 0.35)
508  hello sir!! my facebook have a login issue ple...                                    (0.2, 0.2)
509  the time of giving video in facebook keeps on ...                                    (0.0, 0.0)
510               playback stopped working and looking                                    (0.0, 0.0)
511  i love it, but there is just one problem that ...                   (0.05, 0.24999999999999997)
512  app is good for me to stay connected with my f...      (0.2333333333333333, 0.7000000000000001)
513  can never delete . still the best . user since...                    (0.5, 0.42500000000000004)
514  easy to use and have been one of the original ...      (0.3616666666666667, 0.6166666666666667)
515  can't log out. all games linked to facebook ar...     (0.06818181818181818, 0.2772727272727273)
516  why is that? the system is playing tricks beca...                                    (0.0, 0.0)
517                  nice app for seeing updated news.                                    (0.6, 1.0)
518  the facebook is really cool because its have c...                                  (0.35, 0.65)
519  now a day facebook media is playing very impor...      (0.3521212121212121, 0.7333333333333334)
520  i can't find the option to turn off the autopl...     (0.04722222222222224, 0.7777777777777778)
521  your app is amazing cause it has breaking news...                                  (0.6, 0.775)
522                 good communication for seniors!!!!                     (1.0, 0.6000000000000001)
523  facebook rate. this. app 26/00 tell. us. more(...     (0.10000000000000002, 0.3833333333333333)
524      great app for finding loved ones and friends.                                 (0.75, 0.775)
525  after previous update i couldn't use facebook ...   (-0.08333333333333333, 0.13333333333333333)
526  enjoyed using the app. helping reach out to ol...     (0.22227272727272726, 0.4459090909090909)
527            good job and service. please keep it up                     (0.7, 0.6000000000000001)
528  it's the only social platform i love using mor...     (0.30666666666666664, 0.5333333333333333)
529  wonder full app for every person .but don't us...                                (0.375, 0.625)
530  so nice to be able to see memories every year ...      (0.5083333333333333, 0.7645833333333334)
531  its very nic app. but vedio option off by mode...                                    (0.2, 0.3)
532  i love facebook its easy to use and a great wa...     (0.43333333333333335, 0.7958333333333334)
533  its easy to control and to use that is its ver...    (0.41578282828282825, 0.48964646464646466)
534  today not log out my facebook profile why?? so...                                    (0.0, 0.0)
535  facebook app not working. no video an reels pl...                                    (0.0, 0.0)
536  i enjoy but at td times it does time out and s...                             (0.4625, 0.47625)
537  like this game a lot. challenging and entertai...     (0.19999999999999998, 0.6999999999999998)
538  everytime i open apps adverts pops up very dis...                                (-0.325, 0.75)
539  very useful app. this helps me connect to my f...      (0.4122751322751323, 0.4634920634920634)
540  your apps successful best of luck motivate app...                                (0.875, 0.625)
541  thanks, facebook! i finally have access to new...      (0.3149621212121212, 0.5234848484848484)
542  this is wonderful app.we should also used this...                                    (1.0, 1.0)
543  hi facebook team, my facebook app is not worki...                  (0.22000000000000003, 0.525)
544  i love facebook, it helps me to connect with f...   (-0.033333333333333326, 0.7666666666666666)
545  this is such an amazing app meet new friends a...     (0.24545454545454548, 0.6181818181818182)
546  great! i have been able to reconnect with frie...      (0.3733333333333333, 0.5204166666666666)
547  just prefer facebook than anything else, not a...                  (0.175, 0.19999999999999998)
548  this app is amazing! i can communicate with fa...     (0.45416666666666666, 0.6999999999999998)
549  i love facebook because i found mutual friends...     (0.15277777777777776, 0.4444444444444444)
550      user friendly, step by step info really helps                                (0.2875, 0.35)
551  facebook is very good social media network ric...      (0.2554365079365079, 0.5708730158730159)
552  facebook joint group is not working can you fi...    (0.13636363636363635, 0.45454545454545453)
553  wish there were more to play reach 100 and the...                                    (0.5, 0.5)
554  enjoy the new meta version compared to the old...     (0.1590909090909091, 0.28863636363636364)
555  facebook should also start driving application...                                    (0.0, 0.0)
556  hello face book team sir i have proplem in my ...                                    (0.0, 1.0)
557  i like it but it's not good because i cannot c...    (-0.32884615384615384, 0.6846153846153846)
558  it's a very good idea to use the same quality ...    (0.26166666666666666, 0.42666666666666675)
559  mb user..cannot installed it but wifi user ins...                                    (0.6, 1.0)
560           login error .. unexpected error occurred                                    (0.1, 1.0)
561  so nice app..here we can connected with our fa...                                    (0.6, 1.0)
562             facebook is always loading not opening                                    (0.0, 0.0)
563  i've always had good luck with facebook findin...                    (0.32499999999999996, 0.5)
564  it took one "unfriend" for facebook to lock my...    (0.04000000000000001, 0.35333333333333333)
565  i really need troubleshooting issues so i can ...    (-0.19545454545454544, 0.2772727272727273)
566  facebook is a great app because i can talk to ...      (0.3333333333333333, 0.5166666666666667)
567  i like facebook a little bit but what i don't ...                                (-0.1875, 0.5)
568  i use it to keep touch with family & friends. ...    (0.057575757575757565, 0.3316017316017316)
569  thanks again for your help and support you bes...                                   (0.6, 0.25)
570  i have really learned a lot from this app it t...     (0.1787878787878788, 0.28484848484848485)
571  dear facebook thanks to keep helping and suppo...                                (0.225, 0.225)
572  sometimes his message has not function properl...                   (0.35, 0.35000000000000003)
573  i am glad that facebook exists cause if it was...                                 (0.5, 0.8125)
574  not logging out after update., reported with n...                                    (0.0, 0.0)
575  this is very interested app download and share...                                 (0.325, 0.65)
576  very good app if you get bored then open faceb...    (0.021999999999999985, 0.5860000000000001)
577  it's very good app and it's very commonly used...                                (0.174, 0.506)
578                  all news available it is good app                                   (0.55, 0.5)
579  nice work....thanks for your help with the app...                                    (0.6, 1.0)
580  good and you can play game together and i mean...      (0.11944444444444444, 0.537962962962963)
581  right now, not so good, i can't get into my ac...     (0.09523809523809523, 0.4452380952380952)
582  very useful app simple ui beautiful color use....     (0.41333333333333333, 0.4523809523809524)
583  loving the experience, actually been on facebo...                                  (0.3, 0.525)
584  outstanding developers! great job! i would lik...     (0.41166666666666674, 0.6916666666666667)
585  meeting with a new friends on this apps was fu...      (0.3215909090909091, 0.4761363636363637)
586  experience good but i thing there as in update...     (0.45208333333333334, 0.4916666666666667)
587                       very useful and entertaining                                 (0.445, 0.35)
588  please give cover picture guard and edit priva...                                    (0.0, 0.0)
589  this isn't downloaded by 5b+ users for nothing...     (0.03796296296296297, 0.5074074074074074)
590  i can't log in to my account, but it shows me ...                                   (-0.5, 0.9)
591                it's not updating photo with layout                                    (0.0, 0.0)
592  well i noticed that i am quite a ways off from...   (-0.043518518518518526, 0.2527777777777778)
593  this is the one of the best app all over the s...      (0.5111111111111112, 0.3222222222222222)
594  that's a biggest platform in the word of' cour...                                  (0.925, 1.0)
595  text you copy will automatically show heretext...                                    (0.0, 0.0)
596           very nice and easy to use... thank you..      (0.6066666666666667, 0.9166666666666667)
597  used properly fb can be a good social media,un...      (0.2550347222222222, 0.2555555555555556)
598  hii kya horahee sir please find the attached f...                                    (0.0, 0.0)
599  this app does not work in my phone suddenly no...                                    (0.0, 0.5)
600  login otp is note coming please update otp opt...                                    (0.0, 0.0)
601                    very magic communication system                                   (0.65, 1.0)
602  it's a good application for streaming and pers...                   (0.35, 0.45000000000000007)
603  ariel freist is the owner of blush tan in shel...                  (0.28200000000000003, 0.653)
604  excellent application useful in all ways of ou...                                   (0.65, 0.5)
605  facebook is a great place to keep u with your ...                                 (0.75, 0.675)
606            posts are often losting to the audience                                    (0.0, 0.0)
607              very useful application  and helpful.                                   (0.39, 0.0)
608            love word games, keeps my brain active.                    (0.18333333333333335, 0.6)
609  this app is very good and easy and all games c...      (0.6716666666666666, 0.8066666666666668)
610  watching option missing for my facebook but i ...                                  (-0.2, 0.05)
611  the finest social media plat form. this is a e...     (0.18333333333333332, 0.2833333333333333)
612  i'm glad you finally readded the dark mode theme.     (0.11666666666666665, 0.7999999999999999)
613  i am on this app very good and interesting to ...                   (0.705, 0.6400000000000001)
614             very good aps,bangladesh best service                                  (0.955, 0.54)
615  facebook is a place where people spending valu...                                    (0.0, 0.0)
616  i lost my google authentication code,i couldn'...                                    (0.0, 0.0)
617                 good but ads may kindly be stopped                    (0.6499999999999999, 0.75)
618  this apps most useful, wish you all the best f...                    (0.6, 0.26666666666666666)
619  my phone facebook has some problem. please che...                                    (0.0, 0.0)
620  5 star but my facebook is latest verion but no...                                  (0.35, 0.55)
621  i enjoy facebook but i don't enjoy the people ...                                    (0.4, 0.5)
622  i've been on facebook since i was 13 i'm know ...     (0.32222222222222224, 0.5194444444444445)
623  it's a great app and it has a lot of great groups                                   (0.8, 0.75)
624  it's been wonderful besides for all the hackin...                                    (1.0, 1.0)
625  it's facebook, nothing else needs to be said.....                                    (0.0, 0.0)
626  facebook reels not showing in my account. plea...                                    (0.0, 1.0)
627  how much tell you about my prom did you delete...                             (0.253125, 0.425)
628  it is very helpful and very essential applicat...                                  (0.1, 0.345)
629             my facebook not working after updating                                    (0.0, 0.0)
630  i love you facebook. i wrote some great stuff ...                                 (0.65, 0.675)
631  this app is very good mediater of public city,...     (0.45499999999999996, 0.4233333333333334)
632  hello fecebook teem, i want to change my feceb...    (0.10000000000000002, 0.43333333333333335)
633  very good app. and i get my professional mode ...                  (0.505, 0.44000000000000006)
634  easy to communicate with love one that's near ...      (0.2833333333333334, 0.7083333333333334)
635  the experience ws great however i do t underst...                  (0.30000000000000004, 0.475)
636                 it makes watch videos all the time                                    (0.0, 0.0)
637  facebook flat forms is best and easy to connec...     (0.4694444444444444, 0.41944444444444445)
638            back up and running! much appreciated !                                 (0.125, 0.05)
639  hello facebook app ilogout my i'd and password...                                    (0.2, 0.2)
640        updates have fixed problems works great now                                 (0.45, 0.475)
641  i really like dis facebook thank you very much...    (0.23666666666666666, 0.48666666666666664)
642  my facebook account get suspended and i have n...                                    (0.0, 0.0)
643  fun but hate when people are able to hack peop...                               (0.125, 0.5875)
644                   great appvery easy and enjoyable      (0.5777777777777778, 0.7277777777777779)
645  my old fb acount was not longing to my faceboo...                                    (0.1, 0.2)
646                                  over ads very bad     (-0.9099999999999998, 0.8666666666666667)
647              very slowly working when update meata                  (-0.39000000000000007, 0.52)
648  very very bad ops this i don't like please i w...     (0.03333333333333336, 0.6155555555555555)
649             very interesting to chat with friends                                   (0.65, 0.65)
650  i can talk to people i haven't talked to in ye...                                    (0.0, 0.0)
651  this app has helped me get reconnected with th...                                    (0.0, 0.0)
652  my account has been locked without any reason ...                                    (0.0, 1.0)
653      this is the best digital comunicat plat from.                                   (0.5, 0.15)
654  describe your experience (optional) the progra...                     (0.7, 0.6000000000000001)
655  you know that this app has inspired me to do b...     (0.32857142857142857, 0.5857142857142856)
656  please give me professnoal mode for my faceboo...     (0.21428571428571427, 0.6428571428571429)
657                                        to many ads                                    (0.5, 0.5)
658   if it was a little more secure it would be great                 (0.37812500000000004, 0.5875)
659  it's my number 1 messaging platform. cool for ...   (-0.038888888888888896, 0.4055555555555556)
660     just a great way to keep in touch with family.                                   (0.8, 0.75)
661  dear facebook sir, in my facebook account ther...                                    (0.0, 0.0)
662               most popular connect communication !                                  (0.625, 0.7)
663  dear facebook is my favorite app facebook comm...                    (0.45, 0.8333333333333334)
664  lol... its fun to read the reviews, others rev...                     (0.5, 0.5666666666666667)
665  my experience this app is very helpful to me l...                (0.037500000000000006, 0.3375)
666  best facebook only thing u need to improve is ...                                   (0.5, 0.65)
667        thank you fast transmissions and connection                                    (0.2, 0.6)
668  i like facebook because it's a lot of really f...                                 (0.375, 0.75)
669  oks lang . i wasnt able to lock my profile i c...                              (-0.125, 0.8125)
670      this is nice app but many problems for solve.                                  (0.55, 0.75)
671                     yes enjoyable it remove stress                                    (0.5, 0.6)
672  love that i'm able to find old friends. and ab...                                 (0.4, 0.5125)
673                         best app for communication                                    (1.0, 0.3)
674        its so good app and news upload are so good                     (0.7, 0.6000000000000001)
675  uhhvvebdvdbd surveys have every single get edg...     (0.2148015873015873, 0.44670634920634916)
676  "gm jilani" is my original and personal facebo...     (0.19166666666666665, 0.4166666666666667)
677       experiencing log in problem..."session over"                                    (0.0, 0.0)
678  i am so happy this ap is great but very very g...                    (0.62, 0.7133333333333334)
679                  a vey good app for communication.                     (0.7, 0.6000000000000001)
680               missing facebook dating app in menu.                                  (-0.2, 0.05)
681  facebook is more effective app than facebook l...                                  (0.55, 0.65)
682  not only in the future of fashion and beauty o...                                 (0.0, 0.5625)
683                    wow l really like using his ads                    (0.15000000000000002, 0.6)
684  i love how facebook perform. it is a best app ...                   (0.75, 0.44999999999999996)
685  very much good for all the things & very much ...                     (0.7, 0.6000000000000001)
686                 faster and easier to use this apps                                    (0.0, 0.0)
687           i like it it's so simple and easy to use     (0.21666666666666667, 0.5952380952380952)
688           i love this bible app easy to understand      (0.4666666666666667, 0.7166666666666667)
689                                easy to communicate     (0.43333333333333335, 0.8333333333333334)
690  not very good because my professional mode isn...   (-0.08461538461538458, 0.28076923076923077)
691  when facebook had the "people you may know" ba...     (0.2147727272727273, 0.40643939393939393)
692  it's good.but i have always seesion expaierd p...                                    (0.0, 0.0)
693                       wonderfull work with the app                                    (0.0, 0.0)
694  facebook in very good app thanks for launch in...      (0.5549999999999999, 0.4900000000000001)
695  i have already got facebook. an it is fine lik...                     (0.4166666666666667, 0.5)
696  thank you facebook i still like to find out ab...                                    (0.5, 0.5)
697  good app can buy like anything in the market s...                                 (0.75, 0.675)
698                  love face, easiest way to connect                                    (0.5, 0.6)
699  now facebook is blocked, how can you open it? ...                                   (0.0, 0.45)
700  sometimes the apps of facebook are something w...                                   (-0.5, 0.9)
701  plz fb &massanger speed /quick fast about..don...                                   (0.25, 0.6)
702         it allows songs playing with written words                                    (0.0, 0.0)
703                          new features are amazing       (0.3681818181818182, 0.6772727272727272)
704  thank you for this great opportunity. i am int...                     (0.6, 0.7333333333333334)
705  thank you very much facebook. it helps us for ...                                  (0.38, 0.38)
706         lovely and exceptional results of this app                   (0.5833333333333333, 0.875)
707  i just love it and have it and have friends el...                                    (0.5, 0.6)
708  very use ful for more people and better expren...    (0.39999999999999997, 0.43333333333333335)
709             great app to connecting old loved ones      (0.5333333333333333, 0.5833333333333334)
710  can i request about facebook page  all content...                                  (0.55, 0.75)
711             i love it so much it fast and reliable                                   (0.35, 0.6)
712             nice but app stop running when am live                   (0.36818181818181817, 0.75)
713                          professional services app                                    (0.1, 0.1)
714  using this app since 5 years, amazing app and ...      (0.5444444444444445, 0.4222222222222222)
715               great appp for alll the notification                                   (0.8, 0.75)
716               greets apps and with full time using                                  (0.35, 0.55)
717                 supper supper working with supper,                                    (0.0, 0.0)
718            this is nice fast download and lower mb                                    (0.4, 0.8)
719                for sure the best communicating app                    (0.75, 0.5944444444444444)
720            mindfully speaking, it is like the best                                    (1.0, 0.3)
721  i upload video in facebook reels but veiws not...                                    (0.0, 0.0)
722  i have really enjoyed this app. it is a lifeli...                                  (0.625, 0.7)
723        amazing thanks a lot,for your co -opration.                                   (0.4, 0.55)
724  face book is a social media , which socialist ...     (0.18888888888888888, 0.3444444444444445)
725  please enable monetization facebook video. fac...                                    (0.0, 0.0)
726  thank god for the free app keep up the good wo...                    (0.55, 0.7000000000000001)
727       facebook is realy helpful for every person..                                    (0.0, 0.0)
728  not logging account issue for logging in invel...                                    (0.0, 0.0)
729  it's good aap because they are so amazing and ...      (0.7000000000000001, 0.8333333333333334)
730  dear facebook team, facebook reels option not ...                                    (0.0, 0.0)
731                very nice  plait farm for every one                                   (0.78, 1.0)
732  it is very useful apk for me in anywhere love ...                                  (0.445, 0.3)
733                              it's fast and perfect                                    (0.6, 0.8)
734  i can't copy any text on my facebook lite? but...                                    (0.0, 0.0)
735  i have interest to use facebook .but my facebo...                    (0.0, 0.06666666666666667)
736  facebook one of the best to chat with friends ...                                   (0.6, 0.25)
737    it's make things easier and also make you happy                                    (0.8, 1.0)
738            nice application for communicate people                                    (0.6, 1.0)
739  this is a really good app to get a hold of fri...                     (0.7, 0.6000000000000001)
740  it was included to my morning routine, check m...                                    (0.0, 0.0)
741  communication through this facebook is very go...      (0.5366666666666666, 0.4933333333333334)
742  i love it alot i can find all my friends and f...                                    (0.5, 0.6)
743    you're tag friends option isn't working. again!                                    (0.0, 0.0)
744          love finding friends to chat with online!                                  (0.625, 0.6)
745                   very nice and good working apps,                                   (0.74, 0.8)
746  facebook is great as long as others stop steal...     (0.2833333333333333, 0.44999999999999996)
747  idk but it says facebook isn't available to go...                                    (0.4, 0.4)
748  new update very helpful and easy to earn thank...      (0.2565656565656566, 0.5292929292929293)
749  hello facebook may account instagram followers...                                    (0.0, 0.0)
750  facebook is a good app, i want to know how to ...    (0.39999999999999997, 0.35000000000000003)
751      good for spend time with all over the friends                     (0.7, 0.6000000000000001)
752                very good social media and security      (0.4716666666666666, 0.4233333333333334)
753            it was helpfully for the online sellers                                    (0.0, 0.0)
754  hi facebook why my account don't have a profes...                                    (0.1, 0.1)
755       why couldn't i upload any video in my story?                                    (0.0, 0.0)
756  is cool with it features.all can say is love o...                                (0.425, 0.625)
757  5star but can't send 75 star to my fav streame...                                    (0.0, 0.0)
758   it's so informative to connect with social media    (0.03333333333333333, 0.06666666666666667)
759                               not working properly                                    (0.0, 0.1)
760                      cracking app works perfectly                                     (1.0, 1.0)
761          my app working very slow i don't know why                  (-0.39000000000000007, 0.52)
762                  wow this is so very good platform                   (0.505, 0.8900000000000001)
763  it's very amazing apps for social networking s...     (0.40666666666666673, 0.5333333333333333)
764  why still log in again and again? what happen ...                                    (0.0, 0.0)
765                        so easy to connect friends.     (0.43333333333333335, 0.8333333333333334)
766  oum using facebook is fun and this app is verr...                                   (0.4, 0.35)
767  i live facebook.. really it's a great app ente...                   (0.4681818181818182, 0.625)
768  useful to get connected with your friends and ...                                    (0.3, 0.0)
769                          very useful social media.    (0.21166666666666667, 0.03333333333333333)
770  its okay and more impormation about the social...     (0.3444444444444445, 0.35555555555555557)
771   enjoy seeing people here in comments it has a...                                    (0.4, 0.5)
772  please bring back the feature of seeing group ...                                    (0.0, 0.0)
773  easy to get to know friends and family around ...     (0.43333333333333335, 0.8333333333333334)
774  love facebook sometimes. don't like all the po...                                    (0.5, 0.6)
775  this crazy iget new number and can't get into ...     (-0.2318181818181818, 0.6772727272727272)
776  my package came even with the wrong address. t...     (0.08666666666666667, 0.6366666666666667)
777          very nice  app for your family additional                                   (0.78, 1.0)
778  my post are not been seen in my friend news fe...                                   (-0.5, 0.9)
779                               quick and faster app                     (0.3333333333333333, 0.5)
780  please remove new update name and bio view pro...    (0.06818181818181818, 0.22727272727272727)
781              absolute very fantastic creative mind      (0.4066666666666667, 0.9666666666666667)
782  sharif, you disagreed with the decision on nov...                    (0.09166666666666667, 0.3)
783  please update fb story' why i cant not share d...                                    (0.1, 0.4)
784  what is this!!! i didn't login i have a signal...                                    (0.0, 0.0)
785  actually face book consume lots of data but wi...     (0.17333333333333334, 0.7000000000000001)
786  i can no longer share my post and video from m...                                    (0.0, 0.0)
787  i can't logout my account. i hope facebook wil...                                    (0.0, 0.0)
788  very good app and very helpful when you can't ...                  (0.5325, 0.5766666666666667)
789  don't really care for the ads but otherwise fa...                     (0.3816666666666667, 0.6)
790  its easy four me to find my way around and to ...      (0.4066666666666666, 0.6666666666666667)
791  facebook has the best guility and it sometimes...     (0.4222222222222222, 0.29444444444444445)
792  everyone has a right to free speech as long as...     (0.12003968253968253, 0.5061507936507936)
793  best aap in the whole world, thanks facebook y...     (0.34727272727272723, 0.3109090909090909)
794  i'm aggravated with facebook i don't know them...                                    (0.0, 0.0)
795  the king status of the line. apply a scenario....                 (0.1875, 0.27187500000000003)
796  we are learning about life and seeing everyday...    (-0.03181818181818183, 0.5272727272727272)
797     superb ads if u continue we will skip to insta                                    (1.0, 1.0)
798  i enjoy facebook very much, especially keeping...                                   (0.2, 0.75)
799  i like having this app it keeps track of your ...                                   (-0.4, 0.4)
800  the facebook app does more than help you stay ...     (0.13541666666666669, 0.5072916666666666)
801  i have not seen any good change in facebook up...      (0.03555555555555554, 0.688888888888889)
802  have had an absolutely fantastic experience yo...      (0.4454545454545455, 0.7015151515151515)
803  after improving ... worst video viewing experi...    (-0.31333333333333335, 0.6533333333333333)
804  it is easy to use and it is also entertaining ...      (0.4866666666666667, 0.7566666666666666)
805  this is my private personal facebook app's on ...    (0.12437499999999999, 0.44000000000000006)
806  the facebook is the application, where i'm emo...                                  (0.0, 0.625)
807  data processing for profile management n maint...   (-0.07940476190476192, 0.45904761904761904)
808  love how it is forever with the timesand remai...      (0.5083333333333333, 0.4916666666666667)
809  talk about being a better versionhas a lot of ...     (0.21393939393939393, 0.5875757575757576)
