                                      extracted_emojis                               Sentiment_score
374  content for everyone. follow who you like. blo...    (0.10706060606060608, 0.38521212121212123)
375  this app is totally cool not just because of t...      (0.4051948051948052, 0.6035714285714285)
376  yeah titok is very amazing and very heartist a...    (0.36800000000000005, 0.45200000000000007)
377  had this app for 4 years and it's amazing but ...      (0.2750000000000001, 0.6483333333333332)
378  dear tiktok team... sir tiktok is one of my fa...    (0.28214285714285714, 0.45357142857142857)
379  i just love watching the silly stuff people do...     (0.18995949074074078, 0.6106481481481482)
380  this app is to much fun!!! haven't had an issu...                    (0.5515625000000001, 0.45)
381  love it so much! but wish i had the new voice ...     (0.41690340909090906, 0.4636363636363636)
382  tiktok is one way of grow our talents and lear...     (0.39999999999999997, 0.4666666666666666)
383  love this app,i'm addicted yes over 50 hours a...                 (0.024999999999999994, 0.675)
384  very informative, humorous and entertaining on...                               (0.4875, 0.725)
385  it's awesome i'm in the process of moving & of...                               (0.525, 0.5875)
386  it is so fun u can literally watch almost ever...    (0.21818181818181817, 0.32727272727272727)
387  i think its batter app as compare to other bec...     (0.10833333333333332, 0.6016666666666666)
388  best app for entertainment very nice and very ...                     (0.6061904761904762, 0.6)
389  great community and lots of people who will ex...     (0.13020833333333334, 0.4510416666666667)
390  laommwi loaded land now value owning owhmalo l...   (0.007692307692307699, 0.41837606837606833)
391  it's nice it's a fun place to de stress and ju...                    (0.44999999999999996, 0.6)
392  since instarted tonuse this app, i been learni...      (0.5388888888888889, 0.7000000000000001)
393  so far the app is great, just hate seeing some...                              (0.15125, 0.725)
394  i get to watch multiple videos that are like 1...     (0.12083333333333332, 0.2666666666666667)
395  so far i love the app, easy to use and surpris...      (0.3333333333333333, 0.6583333333333334)
396  it is a good app but sometimes it can show som...                   (-0.04999999999999999, 0.8)
397  no words but this app is the best thing that e...                                  (0.06, 0.58)
398  i would love auto scroll in my favorite list a...                     (0.5, 0.7416666666666667)
399  i've had this app for almost 3 years, and i ne...                                   (-0.8, 0.9)
400  i rate this apple five star because this is fu...     (0.15833333333333333, 0.2583333333333333)
401  i'm going to to give five stars to this... i'm...                                  (0.475, 0.7)
402  this app is very useful and good because our r...                   (0.6849999999999999, 0.595)
403  very fun, easy to use, super entertaining, but...                   (0.3513333333333334, 0.572)
404  it would be really cool if the developers coul...     (0.24166666666666667, 0.5083333333333333)
405  love it. although it is very addictive, spend ...                                   (0.1, 0.82)
406  it's a amazing app, i have a lot of experience...                    (0.5033333333333333, 0.66)
407  that happens. pretty good the filters. amazing...                   (0.41250000000000003, 0.85)
408  so entertaining. major suck hole... love it. b...     (0.17857142857142858, 0.6142857142857142)
409  great experience on learning how to take video...                                 (0.55, 0.475)
410  really easy to use and create content, other u...     (0.22777777777777777, 0.5694444444444445)
411  i have been trying to accept my follow backs f...    (-0.10606060606060605, 0.6442424242424242)
412  much fun and diverse once you learn a bit more...                                   (0.4, 0.35)
413  this is a perfect application, with the abilit...     (0.32916666666666666, 0.5541666666666667)
414  so far so good.......butttttt .......i did hav...                                   (0.05, 1.0)
415  it a nice app. but when ever i wanna use any e...     (0.3633333333333333, 0.48666666666666664)
416  good but when i apply some effects and filters...                     (0.7, 0.6000000000000001)
417  i love this app. but i think that every person...     (0.39285714285714285, 0.5678571428571428)
418  good and enjoy seeing all uploaded videos of m...       (0.3572727272727273, 0.550909090909091)
419  thus app is amazing  the only thing that's wro...                                (0.135, 0.755)
420  very good my mind was blown away poeple that a...                                  (0.47, 0.46)
421  tiktok's permission settings are so invasive t...                                   (0.5, 0.55)
422  in freaking love with this app!! but i'm sure ...               (0.4703125, 0.8222222222222222)
423  it is soo fun that when i need some time i can...                               (0.4625, 0.425)
424  latest update keeps telling me there is no int...                    (0.2833333333333333, 0.65)
425  this is a fun and informative app. and it is r...     (0.35000000000000003, 0.5666666666666667)
426  i love tik tok, it is an integrative app that ...      (0.2541666666666667, 0.5750000000000001)
427  this is the best app plus the gifts are amazin...                                    (0.8, 0.6)
428  i find all the aspects of this very diversifie...                  (0.2375, 0.5611111111111111)
429  the app is great , fun and u get to make frien...      (0.3666666666666667, 0.5166666666666666)
430  no complaints but the usual ones.. lots of fak...                                  (-0.19, 0.5)
431  fantastic! great real people! so much fun. goo...      (0.4357954545454545, 0.5568181818181819)
432  was skeptical of this app at first, but now i'...    (0.016666666666666663, 0.3444444444444444)
433  just good content on there it's entertaining f...      (0.7333333333333334, 0.7666666666666666)
434  convenient for people to use and share their t...     (0.2316666666666667, 0.36333333333333334)
435  i am loving this app it has so many nice and c...                                  (0.45, 0.76)
436  entertaining. nice to interact. i wish i could...      (0.3091836734693878, 0.7204081632653061)
437  so when i see all the other reviews they are a...     (0.03500000000000001, 0.5549999999999999)
438  i wasn't sure about tiktok at first, but i've ...                    (0.39, 0.4844444444444444)
439  i really enjoy making videos for everyone to w...     (0.39999999999999997, 0.4666666666666666)
440  it was a very good experience looking at video...      (0.6716666666666666, 0.8066666666666668)
441  it has almost anything you would want to watch...                                   (-0.6, 0.9)
442  hi my lovely tiktok when i get europe very hap...       (0.433409090909091, 0.6397727272727273)
443  excellent , , but maybe  it needs automatic mo...    (0.39999999999999997, 0.39999999999999997)
444  very good and entertaining, many options of vi...     (0.20541666666666664, 0.4016666666666667)
445  i like tiktok and to explore it .i learn new t...    (0.13636363636363635, 0.45454545454545453)
446  its quite an impeccable app at say the least. ...    (-0.06190476190476191, 0.5369047619047619)
447  was 5 star but the pop up on start up really t...   (0.025000000000000005, 0.37500000000000006)
448  very good a happy place and im learning a lot....                   (0.855, 0.8900000000000001)
449  the best app ever. i never get bored or feel a...                    (0.33999999999999997, 0.5)
450  i really really and i mean really love this ap...     (0.27968750000000003, 0.4645833333333333)
451  as for me tiktok is very nice to use the only ...     (0.27599999999999997, 0.9199999999999999)
452  very nice. they've promoted ma vids and couldn...                               (0.32, 0.50625)
453  its a really perfect app you meet alot of diff...                                    (0.5, 0.8)
454  tiktok please give me back the story function....                             (0.2765625, 0.29)
455  so far i've had a great experience with this a...     (0.38333333333333336, 0.6611111111111111)
456  i like it very much because it's speed of down...                                  (0.23, 0.43)
457  i think there is some problem in my videos cir...    (0.39999999999999997, 0.39999999999999997)
458  i was always anti tiktok but then my dad kept ...      (0.1638888888888889, 0.6194444444444444)
459  still learning how to navigate. mostly just wa...      (0.4083333333333334, 0.7666666666666666)
460  super duper app! no other social media app or ...      (0.1369047619047619, 0.4933982683982683)
461  it's overall super good, great time killer, al...       (0.444949494949495, 0.5118686868686869)
462  its a really good platform. but lately they ha...     (0.12916666666666665, 0.4314814814814815)
463  the most fun app ever this is more entertainin...                (0.32875, 0.45499999999999996)
464  it is good, but wee need more features on vide...     (0.39999999999999997, 0.5333333333333333)
465  top app but since the new update i can't see m...     (0.3181818181818181, 0.48863636363636365)
466  this is the graetest but i just got to learn h...     (0.35000000000000003, 0.4916666666666667)
467  i like watching videos sometimes, there are a ...                                    (0.5, 0.5)
468  i used this interesting tiktok application for...                                 (0.55, 0.675)
469  hey tiktok i love everything and every video (...     (0.02857142857142862, 0.6007936507936508)
470  i enjoy tik tok very much. i like to post the ...      (0.2728787878787879, 0.6175757575757576)
471  tik tok is amazing to record videos and stay i...     (0.29583333333333334, 0.5291666666666667)
472  it is nice to promote music and other business...                  (0.3625, 0.6458333333333334)
473  the app is fantastic because you get to learn ...      (0.2681818181818182, 0.6772727272727272)
474  so much pleasure to have you guys on a tiktok ...                     (0.4, 0.5599999999999999)
475  tik tok is one of the best apps ever in my opi...     (0.5095238095238096, 0.47142857142857136)
476  this app (tiktok) has made my work easier, i c...                                    (0.2, 0.6)
477  good app. entertaining and educational as well...       (0.4572727272727272, 0.520909090909091)
478  best application in social media, people get t...    (0.48055555555555557, 0.39444444444444443)
479  best ever.... always make my day complete. jus...                                  (0.55, 0.35)
480  tiktok saved me from going insane thru the pan...     (0.19090909090909092, 0.6571428571428573)
481  anyyone can find things of interests on tiktok...      (0.4916666666666667, 0.8666666666666667)
482  tiktok is very amazing app because it provide ...     (0.45249999999999996, 0.7058333333333332)
483  dear team... my videos is reaching very few pe...                  (0.17500000000000002, 0.355)
484  thus app is great...and it's a great app to wa...                                 (0.65, 0.625)
485  the app is amazing but i am having a problem o...                     (0.6000000000000001, 0.9)
486  i like it alot but i think you should add the ...                                 (0.175, 0.45)
487  pretty good and if you ever have any problems ...     (0.41190476190476194, 0.7119047619047619)
488  good app doesn't reduce the resolution of vide...                    (0.44999999999999996, 0.4)
489  it is really very good app. an i also like the...                  (0.355, 0.44000000000000006)
490  i have had tiktok since it was released and ev...                                    (0.0, 0.0)
491  it's super easy to use and it's really really ...                    (0.4533333333333333, 0.58)
492  such a fun amazing app and pastime activity. y...      (0.2708333333333333, 0.5833333333333334)
493  high quality, funny and very productive dances...    (0.16833333333333333, 0.40388888888888896)
494  when i started using tiktok it was a great app...     (0.25000000000000006, 0.5541666666666667)
495  it is such a good app. you can follow like sha...     (0.39999999999999997, 0.5333333333333333)
496  such a great site !!! always so entertaining.....                                  (0.52, 0.58)
497  an amazing experience with app it's so addicti...                     (0.6000000000000001, 0.9)
498  easy to use platform, fun, great way to connec...      (0.5266666666666666, 0.6366666666666666)
499  it is a very very amazing app ot has all my li...                 (0.3637500000000001, 0.61875)
500  i love it! i'm a middle schooler who just got ...                  (0.375, 0.39999999999999997)
501  tiktok is very very good app.... but one thing...                   (0.845, 0.8900000000000001)
502  this is very excellent and very interesting ap...      (0.5874999999999999, 0.6124999999999999)
503  it's an interesting and famous in the world . ...      (0.2866666666666667, 0.3933333333333333)
504  i enjoy talking to see things on there family ...                                  (0.28, 0.54)
505  super good! everyone gets to communicate and t...     (0.40277777777777773, 0.4222222222222222)
506  great it's an all around well maintained app t...                  (0.24375000000000002, 0.525)
507  i enjoy it, it's my go to for entertainment an...      (0.3666666666666667, 0.3666666666666667)
508  other than the ridiculous adds that are nothin...                (-0.10972222222222223, 0.6625)
509  for years i tried growing on insta and fb. but...     (0.16904761904761906, 0.5261904761904762)
510  one of the brilliant social media aap in play ...      (0.5305555555555556, 0.6694444444444444)
511  very very very addictive my sister daughter li...                                    (0.0, 1.0)
512  beautiful and amazing ,i like it for enjoyig ,...      (0.5287878787878788, 0.7848484848484848)
513  great way to pass time and get good informatio...                    (0.6666666666666666, 0.65)
514  love tiktok i've always loved visual art, acti...    (0.32159090909090915, 0.42045454545454547)
515  pro: user friendly & only allows short videos ...     (0.11666666666666665, 0.5683333333333332)
516  its obviously what you deserve. all has alread...                                 (0.125, 0.35)
517  saved my life during covid and now, i go to be...                    (0.4175000000000001, 0.72)
518  i'm having a hard time liking videos. every ti...     (-0.2916666666666667, 0.5416666666666666)
519  the best way to find a rabbit hole to dive int...      (0.7666666666666666, 0.5166666666666667)
520  best u get it's absolutely a great platform an...      (0.6291666666666668, 0.6208333333333333)
521  why did you remove the ui-clutter free option?...     (0.2027777777777778, 0.37777777777777777)
522  it's the best app i have come across with,help...     (0.5388888888888889, 0.47222222222222227)
523  amazing! i wasn't sure at first but i'm glad i...      (0.5042857142857143, 0.7817460317460316)
524  actually this is a amazing app very usefull bu...                                  (0.48, 0.64)
525  this very veryyyyyyy good app,but one problem ...      (0.3454545454545454, 0.4515151515151516)
526  it's scary how accurate the alogorithm is. i'm...                    (0.25, 0.6208333333333333)
527  really nice app,i have made alot of money in t...                                    (0.6, 1.0)
528  i love this application very well my videos ar...     (0.42111111111111105, 0.6333333333333333)
529  i find a lot of video's on here helpful and us...                                    (0.3, 0.0)
530  works great. no problems. i love you being abl...                              (0.325, 0.74375)
531  i really love this app because there's funny v...      (0.24876543209876545, 0.508641975308642)
532  there ain't nothing like tick tock when i got ...                                  (-0.05, 0.4)
533  i love this app, sure you can find negativeity...      (0.3347222222222222, 0.5550925925925926)
534  the experience is great  it's so good, all tho...      (0.6444444444444445, 0.7277777777777779)
535  a lot of nice apps, such a beautiful platform ...                                 (0.3525, 0.7)
536  tiktok is seriously therapy for me. i just lov...     (0.19458333333333333, 0.5733333333333334)
537  good so far. but starting to create content, i...     (0.26666666666666666, 0.5666666666666668)
538  i love this app!!! i learn so much from tiktok...               (0.6153125, 0.6599999999999999)
539  i love watching tiktok, i love so many things ...                                 (0.525, 0.65)
540  it's a gorgeous app ever i seen, just awesome ...                     (0.5, 0.6666666666666666)
541  hi tiktok .... i have a problem in my tiktok a...                                  (-0.25, 0.7)
542  a little inappropriate for kids and can be add...    (0.08295454545454545, 0.38484848484848483)
543  meeting new people, some incredibly fun, some ...      (0.4965909090909091, 0.5636363636363637)
544  i love to dance but my parents aren't allowed ...                    (0.3, 0.47500000000000003)
545  it is very good app but plz support me b/c i a...                                  (0.5, 0.708)
546  i have learned so much from this app. i learne...    (0.35833333333333334, 0.26666666666666666)
547  this app is very good and i love all the video...                    (0.4141666666666666, 0.63)
548  very entertaining and gives one a platform to ...                                 (0.75, 0.955)
549  i enjoy the video's some are so funny most are...      (0.2794642857142857, 0.7065178571428571)
550  best app i ever had!!! you can really get your...                 (0.3125, 0.34833333333333333)
551  i'm giving 5 stars to this app it's good and o...                                 (0.54, 0.595)
552  aesome app. to compete with this app facebook ...                                    (0.0, 0.1)
553  why can't i upload videos in hd quality? it wa...                                    (0.0, 0.0)
554  it wont even let me download the app, i can do...                 (0.14583333333333334, 0.4375)
555  i like this app.. i enjoy watching videos and ...                                    (0.4, 0.5)
556  i love making tiktok videos all day love it an...     (0.1993827160493827, 0.39506172839506176)
557  i love tiktok but i'm having issues whenever i...                                 (0.15, 0.325)
558  i can play on tiktok for hours watching videos...                              (0.2375, 0.6875)
559  i love tik tok you have so many experiences an...     (0.5286458333333334, 0.43333333333333335)
560  i like this app, because whenever you dont hav...                  (-0.125, 0.6666666666666666)
561  i love it ...it keeps me occupied when i do i ...                                 (0.65, 0.675)
562  this is the best entertainment app i've ever u...     (0.26454545454545453, 0.3709090909090909)
563  you can just upload pictures too & not big wit...     (0.21666666666666667, 0.4666666666666667)
564  i'm just trying to be a blue  verified page , ...    (-0.13333333333333333, 0.4666666666666666)
565  bubbles are back. (by bubbles, i mean the shar...                (0.26791666666666664, 0.53125)
566  this app is amazing , however i did have some ...    (0.22261904761904758, 0.44404761904761914)
567  i love it it is the best they have great video...                              (0.6625, 0.5125)
568  one of my favorite apps i have on my phone! be...                         (0.4328125, 0.603125)
569  tiktok is a very good app, sometimes i spend l...      (0.7366666666666667, 0.7933333333333334)
570  i love it. in addition, can you label the effe...     (0.32857142857142857, 0.4714285714285714)
571  great way to learn how to build a fabulous bas...                   (0.18750000000000003, 0.85)
572  keeps me interested for hours. the algorithm k...                                   (0.25, 0.5)
573  best app i've ever downloaded it doesn't give ...                     (0.5499999999999999, 0.6)
574  just started i have no idea what i'm doing exc...     (0.03333333333333333, 0.5666666666666667)
575  on my samsung galaxy a12, it won't allow me to...                                    (0.0, 0.0)
576  honestly, this app gave me the ability to get ...                               (0.2375, 0.512)
577  my favorite social media app. i went through j...    (0.11904761904761904, 0.34619047619047616)
578  this is the best app for entertainment but i g...     (0.7333333333333334, 0.46666666666666673)
579  before my joining to this application, really ...      (0.2314814814814815, 0.5569664902998236)
580  love everything about it!! except is it possib...                              (0.33625, 0.625)
581  amaizing app , where u can watch from it model...                                    (0.5, 0.5)
582  awesome app to use !!! plus its entertaining a...      (0.5680803571428571, 0.6464285714285715)
583  great app! whenever i'm bored i go on this app...                 (0.11499999999999999, 0.5975)
584  i new to it not sure it all works but so far e...     (0.28106060606060607, 0.6739057239057239)
585  it's helpful and also good to make videos if y...                     (0.7, 0.6000000000000001)
586  the apps great and all but if you're trying to...     (0.37878787878787884, 0.5681818181818182)
587  kinda addicting , you plan to get on the app f...     (0.12875000000000006, 0.6283333333333333)
588  great app always update the app for us and als...                                 (0.75, 0.675)
589  i enjoy the great videos. need to do more to s...                 (0.30000000000000004, 0.6875)
590  best app i litterally use this all the time,id...     (0.28285714285714286, 0.5442857142857143)
591  i like this app. this app intertains me and he...    (0.13636363636363635, 0.45454545454545453)
592  i can't explain how i like this site. it's a s...     (0.20000000000000004, 0.7333333333333334)
593  i just joined and so far it's been pretty easy...      (0.1597222222222222, 0.5680555555555556)
594  tiktok is one of the best apps now. i almost g...                                  (0.6, 0.625)
595  i absolutely love it. it has old and new songs...     (0.30404040404040406, 0.5131593714927049)
596  sometime when someone is depressed you can wat...                                  (0.375, 0.8)
597  im new to tik tok and so far it's been really ...     (0.38388429752066106, 0.6129476584022039)
598  love it!!! keep it up, as it's good work. tikt...                         (0.430859375, 0.7125)
599  it is simple platform to share and express my ...                    (0.0, 0.35714285714285715)
600  easy to use,,,i love everything about the app,...      (0.5777777777777778, 0.7277777777777779)
601  use tiktok every few days, but i've been uploa...    (0.04999999999999999, 0.15000000000000002)
602  tiktok is the best app and my favorite all vid...     (0.4791666666666667, 0.46249999999999997)
603  tiktok is very nice for us android users but i...                                   (0.78, 1.0)
604  fun to meet other pepole but takes up a lot of...                   (0.125, 0.2583333333333333)
605  i overall love this app and have had no proble...                                  (0.47, 0.46)
606  so, far tiktok is the best. and the applicatio...      (0.7000000000000001, 0.7666666666666666)
607  i enjoy this app quite a lot, still struggling...                                    (0.5, 0.7)
608  omg one of my most favorite apps to play with....                                  (0.4, 0.625)
609  i've learn a lot from tiktok how to make thing...    (-0.02121212121212122, 0.4515151515151515)
610  this app is great for ever mood i'm feeling at...      (0.4787878787878788, 0.5833333333333334)
611  looks really good but there's so many bad and ...    (-0.10555555555555557, 0.6351851851851852)
612  tick tock is amazing probably not recomend for...                                (0.375, 0.575)
613  i am learning chinese through this app and get...                    (0.36250000000000004, 0.4)
614  tiktok is my favorite app. 100% would recommen...                              (0.193125, 0.66)
615  fun and not just entertaining but highly motiv...                                (0.365, 0.485)
616  dude, this app roxx harder n better than anyth...     (0.22803030303030303, 0.4280303030303031)
617  love this app. being able to get to express my...      (0.3423076923076923, 0.6466346153846154)
618  it's a good app but i recommend staying in the...      (0.3166666666666667, 0.5666666666666668)
619  i met so many wonderful people work this app, ...      (0.5260416666666667, 0.6770833333333334)
620  tik tok is such an incredible platform for vid...    (0.23333333333333334, 0.44166666666666665)
621  i like it very much..im so happy to see my dog...                     (0.6, 0.7666666666666666)
622  tiktok is amazing but lately there is videos t...    (-0.13333333333333325, 0.7222222222222222)
623  i love this app i just wish i could get more l...    (0.43333333333333335, 0.43333333333333335)
624  everything thing is awesome but i don't have t...                                    (1.0, 1.0)
625  only i like all the cools vids that people wil...     (0.13392857142857142, 0.8392857142857143)
626  so far so good... i'm still next to tiktok so ...                  (0.42000000000000004, 0.585)
627  this is the best app ever it's so good for whe...                   (0.85, 0.45000000000000007)
628  the app works really fast but consumes alot of...                    (0.2866666666666667, 0.58)
629  the only problem i have is that my videos are ...   (-0.025000000000000005, 0.6916666666666667)
630  amazing is what i can say the updates transiti...                   (0.7000000000000001, 0.825)
631  love tic toc. it is easy to navigate. very ent...      (0.5819444444444445, 0.7811111111111111)
632  it's a awesome app! but my account got banned ...     (0.33636363636363636, 0.5295454545454545)
633  i don't believe i've seen many ads. in fact,i'...                              (0.34375, 0.775)
634  fun and intuitive, great way to express yourse...                                 (0.65, 0.475)
635  there is no adds, and nothing bad at all. you ...       (0.303305785123967, 0.7378787878787878)
636  i love this app but when you lose internet you...     (0.34545454545454546, 0.5666666666666668)
637  still disappointed that after a few years of h...   (-0.23500000000000001, 0.49000000000000005)
638  love tiktok! i think its great that i can grow...      (0.4102380952380953, 0.5523809523809524)
639  superb platform. takes it to another level. gr...     (0.43333333333333335, 0.8833333333333333)
640  it's a wonderful app and very helpful when you...                 (-0.040000000000000036, 0.86)
641  i don't do videos but i love to watch the folk...                                    (0.5, 0.6)
642  keep up the good work tiktok and always be for...                     (0.7, 0.6000000000000001)
643  this app is so fun you can create watch and ev...      (0.20909090909090908, 0.709090909090909)
644  i like that my feed is catered to my interests...      (0.4583333333333333, 0.6691666666666667)
645  so much fun, great experience, wonderful app f...                     (0.6, 0.5333333333333333)
646  overall its an amazing app it makes my day n i...                   (0.36666666666666664, 0.55)
647  this app is very useful and teaches life lesso...                                (0.595, 0.375)
648  obsessed with tik tok now theres always funny ...                   (0.125, 0.8666666666666667)
649  great app, this medium have been a great impac...                                  (0.4, 0.625)
650  great app, keeps me busy while i'm bored and l...                               (0.225, 0.7625)
651  i love it.. give it time and it will learn exa...                               (0.45625, 0.55)
652  was a bit reluctant to install this app at fir...                  (0.2875, 0.5833333333333333)
653  it's a great way to wind down, entertaining an...      (0.4611111111111111, 0.5847222222222223)
654  a lot of things poot in to this and you can ch...                              (0.1875, 0.4375)
655  pretty easy to use once you go into the app an...      (0.3731481481481482, 0.5703703703703704)
656  literally, never had an issue with the app. it...                    (0.0, 0.35714285714285715)
657  a good platform that invented in the century! ...     (0.32708333333333334, 0.6833333333333333)
658  this is a great app. the only thing is, you ca...      (0.3773115773115773, 0.5748640248640249)
659  when tiktok first gained popularity several ye...                                  (0.375, 0.3)
660  excellent, just the fake accounts should be pr...    (-0.04019097222222223, 0.9277777777777777)
661  it's amazing i recommend you to download load ...      (0.5119047619047619, 0.7819047619047619)
662  it was easy to use the app but 1 a g.child del...      (0.2111111111111111, 0.3444444444444445)
663  i love it i spent hours i make videos i can te...                                  (0.25, 0.65)
664  very grateful to have a app where we can find ...     (0.3710227272727273, 0.44886363636363635)
665  great content, recently though my feeds have b...     (0.2340909090909091, 0.39488636363636365)
666  you can use filters for videos on bottom left ...     (0.31666666666666665, 0.5333333333333333)
667  i've been surprisingly, really enjoying the pl...     (0.43000000000000005, 0.5800000000000001)
668  thank you tik tok for allowing me to be part o...     (0.25727272727272726, 0.4209090909090909)
669  tiktok is amazing it's a good way to meet new ...     (0.41392045454545456, 0.6193181818181818)
670  tiktok such a very nice app i using this and i...     (0.43600000000000005, 0.6199999999999999)
671  i didn't start but i will i love ur app thankk...     (0.3766666666666667, 0.48499999999999993)
672  it's a great way to stay up to date through so...     (0.5083333333333333, 0.37916666666666665)
673  love tiktok so much better than facebook or in...      (0.5857142857142857, 0.6285714285714287)
674  fun , good time killer. lots of really amazing...                   (0.575, 0.5750000000000001)
675  i'm a "baby" content creator (texricansoutherb...     (0.16145833333333334, 0.5166666666666667)
676  there isn't the icon of save to device. please...                                    (1.0, 0.3)
677  fantastic for fold devices!! i went out of my ...                   (0.175, 0.6799999999999999)
678  i love this app! i've been using it fro years....                               (0.34375, 0.55)
679  its zuper super great app for entertainment an...                    (0.5222222222222223, 0.75)
680  amazing app tons of content some educational s...      (0.5866666666666667, 0.6433333333333334)
681  when you try to tick tock it might seem boring...    (9.25185853854297e-18, 0.6305555555555555)
682  this is great app.just enjoying for fun.but ti...     (0.32916666666666666, 0.5833333333333334)
683  tiktok is fun to use but support needs to impr...    (-0.2666666666666666, 0.48888888888888893)
684  the best social media app,literally!!! bruh my...      (0.6530208333333334, 0.2333333333333333)
685  excellent app easy to make videos. i recommend...     (0.49916666666666665, 0.7083333333333334)
686  my experience is good, but my account got a wa...                     (0.7, 0.6000000000000001)
687  i tried this app and it's so good you can edit...                 (0.81875, 0.7000000000000001)
688  i just wish they would be able to make it wher...   (0.023148148148148154, 0.47283950617283943)
689  i'm enjoying this app. no real issues yet. the...       (0.12901873767258382, 0.48801775147929)
690  its a very very cool app that lets all us cont...                              (0.4175, 0.5825)
691  i was really.upset with this app. but you guys...                     (0.3333333333333333, 0.5)
692  this is amazing for new creators who want to m...     (0.45227272727272727, 0.7909090909090909)
693  the most amazing experience of my life! love i...      (0.4927083333333333, 0.5125000000000001)
694  hello tiktok team, continuously i am facing a ...    (0.10666666666666666, 0.47833333333333333)
695  when you have nothing going on and you want to...                                  (0.4, 0.675)
696  i think tick tock is a amazing app and i love ...     (0.33437500000000003, 0.7156250000000001)
697  awesome for all ages for any particular intere...      (0.3989583333333333, 0.4791666666666667)
698  im new to tic tok but hooked just the same! i ...    (0.20170454545454544, 0.41988636363636367)
699  once you get through the jail bait and e-thot ...                 (0.025000000000000005, 0.325)
700  tik tok is amazing. hoping the ban in the us d...     (0.46666666666666673, 0.6666666666666666)
701  it is a very fun app and i can search anything...                    (0.63, 0.7533333333333333)
702  tiktok is a very nice app, full of fun and ver...      (0.3744444444444444, 0.6377777777777778)
703  ou cant be on tiktok and not find a video to m...                  (0.365, 0.49142857142857144)
704  excellent and awesome app which gives overall ...                                   (0.4, 0.52)
705  so here's the deal if you like this platform t...     (0.31508838383838383, 0.6764520202020202)
706  agreat app with a lot of videos to learn from ...                    (0.6666666666666666, 0.75)
707  it's super good cuz so i'm giving net five sta...      (0.4641025641025641, 0.5166666666666667)
708  dear tiktok team first of all i would like to ...    (0.12777777777777777, 0.23703703703703705)
709  love it it is so fun to see how to cook to do ...                  (0.15000000000000002, 0.525)
710  this is a good app i've had tiktok for pretty ...      (0.2285714285714285, 0.6785714285714286)
711  amazing! i have to admit that i had no idea ho...      (0.6214285714285713, 0.8428571428571429)
712  it's amazing because when i get board i would ...                     (0.6000000000000001, 0.9)
713  it's a good app if ya wanna watch videos and o...                    (0.03749999999999998, 0.8)
714  amazing i think there are things that are not ...      (0.5166666666666667, 0.8166666666666667)
715  i love the app. it's fun to show what and who ...      (0.30697601010101006, 0.436679292929293)
716  i'm giving you 5 stars because it is addicting...     (0.33333333333333337, 0.5333333333333333)
717  it's best and sucure app that i found its alwa...                                    (1.0, 0.3)
718  it's an awesome app, weather you're viewing, c...                                    (1.0, 1.0)
719  loving it, didn't expect such high quality con...     (0.08222222222222222, 0.5071717171717172)
720  it's an amazing app, don't get me wrong, but i...                              (0.275, 0.73125)
721  i love tiktok! so many people teaching somethi...                              (0.359375, 0.65)
722  i love this app it's cool funny you can dance ...                   (0.44000000000000006, 0.76)
723  it's so fun and funny you can look up whatever...     (0.35000000000000003, 0.6333333333333333)
724  actors. just a pinch of movie acting by so muc...    (0.13999999999999999, 0.23142857142857146)
725  hlo dear tiktok team i need help for you plz t...                                    (0.5, 1.0)
726  i like it very much and spend hours of my free...                    (0.2866666666666667, 0.42)
727  such a fun space to enjoy life. so much to lea...     (0.3111111111111111, 0.49444444444444435)
728  i love tiktok, don't get me wrong but i've bee...    (-0.16326530612244897, 0.5755102040816327)
729  it's really good so i recommend everyone to in...                            (0.14375, 0.50625)
730  love it. isn't it obvious that it's awesome?!?...                  (0.2575, 0.6441666666666667)
731  the perfect app to watch short videos. never g...     (0.16666666666666666, 0.7666666666666666)
732  so far i love the app. so useful. many types i...      (0.3833333333333333, 0.5333333333333333)
733  nice app but just have to be careful with musi...                                   (0.25, 1.0)
734  i love this app. it had helped me alot i made ...      (0.6166666666666667, 0.5166666666666667)
735  amazing, its easy to upload vids, and after a ...      (0.4277777777777778, 0.6611111111111111)
736  it's been an exciting experience using this ap...                    (0.26666666666666666, 0.6)
737  how this app.named tiktok interdusuced me to t...                   (0.30999999999999994, 0.74)
738  my account blew up ... had a video get nearly ...    (0.32499999999999996, 0.42500000000000004)
739  it's a really great way to connect and share c...                    (0.6166666666666667, 0.65)
740  what a time eater. great and very creative fun...                  (0.5875, 0.9166666666666666)
741  5 10 15 stars for tictok. nice work. i'm total...                   (-0.14, 0.8977777777777778)
742  i find the app easy to use, love all the featu...      (0.6395833333333334, 0.7583333333333334)
743  amazing app to enjoy poetry ,cooking , stichin...      (0.4714285714285715, 0.5714285714285714)
744  a very cool app...you will get lost in it if n...                (0.32625000000000004, 0.63625)
745  i love this app it doesn't have adds it's real...                                   (0.55, 0.8)
746  tiktok is the best app which we can make more ...    (0.44749999999999995, 0.42583333333333334)
747  this app is highly addictive  you tell yoursel...      (0.3416666666666666, 0.7183333333333333)
748  the editing experience could be a lot better ....       (0.304421768707483, 0.4336734693877551)
749  i'm gonna say tiktok it's the best app on soci...     (0.22222222222222224, 0.4444444444444445)
750  very cool app, you can sell, boost your busine...     (0.45166666666666666, 0.6816666666666668)
