                                      extracted_emojis                               Sentiment_score
419  great potential to be one of the best social m...     (0.33867521367521364, 0.6331552706552707)
420  i love the setup, it's so much more elegant th...     (0.30714285714285716, 0.6312003968253969)
421  as a platform to build and share my photograph...                 (0.1375, 0.42500000000000004)
422  i think this app can go far. i don't mind payi...     (0.24135338345864665, 0.5531954887218045)
423  i'm only giving 5 stars for its concept. right...  (-0.017857142857142856, 0.44214285714285717)
424  i spent too many minutes of my life trying to ...    (-0.03861111111111111, 0.5277777777777778)
425  hope it goes well for this app because i belie...     (0.17037037037037037, 0.5506172839506173)
426  update: got the code. love the theme of the ap...    (0.016666666666666663, 0.4416666666666667)
427  it all seems great to start with. the app has ...     (0.26666666666666666, 0.5111111111111111)
428  absolute love this app so far! yes few glitche...     (0.14583333333333334, 0.5388888888888889)
429  i know it's in beta and there are a lot of mis...                (0.22499999999999998, 0.43125)
430  people need to step back and understand what t...    (-0.1638888888888889, 0.48055555555555557)
431  i like this social app way better than instagr...      (0.1869047619047619, 0.4095238095238095)
432  this app is sooo great! better than instagram....                    (0.55, 0.6697222222222222)
433  the servers are still lagging, and some featur...                (0.24375000000000002, 0.41875)
434  i don't understand everyone who is complaining...    (0.07142857142857142, 0.19642857142857142)
435  so far so good!! i hope it gets better that wa...      (0.3666666666666667, 0.7000000000000001)
436  ok guys, don't pay much mind to the bad review...    (0.12807017543859656, 0.41798245614035096)
437  worked great first day. now it's startup is sl...     (0.03571428571428571, 0.6547619047619049)
438  this is very new to me but i am enjoying it im...     (0.37545454545454543, 0.6348484848484849)
439  i've been super patient with the app. reeeeeal...     (0.19638310185185184, 0.5125000000000001)
440  seems really great, will be better when more p...    (0.45833333333333337, 0.45416666666666666)
441  best social network app atm just due to how it...     (0.3027777777777778, 0.24722222222222223)
442  this is hands down the best social media app o...     (0.29087301587301584, 0.2978174603174603)
443  this app is a fresh breath of air in the socia...    (0.11880411255411254, 0.39898989898989895)
444  edit "stuck on calling screen unable to make a...                            (0.11875, 0.56875)
445  i think its awesome! people who follow me can ...      (0.3333333333333333, 0.4000000000000001)
446  it's a little buggy right now but it has a lot...     (0.19678571428571429, 0.6942857142857142)
447  in short this app is a blend of instagram, fac...     (0.12881313131313132, 0.5044696969696969)
448  might actually get behind a social app for the...    (0.06354166666666666, 0.38958333333333334)
449  don't know what's going on with all the bad re...     (0.41250000000000003, 0.8291666666666666)
450  this is the ultimate social media application....     (0.14494949494949494, 0.4035353535353536)
451  still working out all the wrinkles but so far ...                                   (0.54, 0.7)
452  the app is very well organized, and very nicel...     (0.21104166666666668, 0.4864583333333334)
453  i just love the idea of this app so damn much....     (0.39999999999999997, 0.5166666666666667)
454  great social app, easy to use, user interface ...      (0.37916666666666665, 0.576388888888889)
455  the future seems pretty bright for this app. i...      (0.2007730364873222, 0.5688466295609153)
456  good ethics and trying to give the consumer wh...     (0.18545918367346936, 0.5479591836734694)
457  once they work out the bugs i can see this app...     (0.12222222222222223, 0.5574074074074074)
458  i love this app but this beta version is too m...      (0.2111111111111111, 0.5499999999999999)
459  you have grown from 509k to 1 million download...                                    (0.0, 0.5)
460  the new platform for artists to share their wo...     (0.10909090909090909, 0.4858585858585859)
461  it's pretty great to be in beta. it's like ins...    (0.18055555555555558, 0.40277777777777785)
462  ignore all the 1 and 2 star reviews, it's not ...      (0.1464285714285714, 0.5746031746031746)
463  it's a refreshing change from instagram's domi...    (0.16111111111111112, 0.48888888888888893)
464  sometimes it stalls loading or doesn't load bu...      (0.4444444444444444, 0.7000000000000001)
465  it works perfectly for me so far, i really enj...      (0.2902777777777778, 0.7416666666666667)
466  takes way too long to load. everyrime i try to...                                (-0.275, 0.35)
467  this app allows you to post and share what you...                                    (0.4, 0.5)
468  noting revolutionary but nice and tidy - there...     (0.19444444444444445, 0.5597222222222223)
469  idk what all the negative reviews are about. r...   (0.020000000000000007, 0.49000000000000005)
470  using a s8. set up was easy and already love i...      (0.4666666666666667, 0.7166666666666667)
471  amazing concept. but remove the bugs asap or e...                     (0.6000000000000001, 0.9)
472  this app is your average social media like twi...      (0.3483333333333333, 0.5366666666666667)
473  love it so far. feels more sleek than any othe...     (0.12731481481481483, 0.4490740740740741)
474  like the aesthetics, would like it to allow yo...                                    (0.0, 1.0)
475  i really like vero, there may be some odd thin...    (0.13333333333333333, 0.44333333333333336)
476  things are currently a bit choppy due to so ma...     (0.29642857142857143, 0.5321428571428571)
477  i rated it 5 stars to counteract the people bu...    (0.13636363636363635, 0.45454545454545453)
478  i love this app so far. just getting used to i...                                (0.345, 0.675)
479  i love everything about this platform. of cour...                             (0.33125, 0.4875)
480  it's a little slow at first but it makes insta...     (0.039583333333333325, 0.449537037037037)
481  i love this app, no ads and no data mining. i ...      (0.2492063492063492, 0.3888888888888889)
482  obviously there are still some things to fix. ...  (0.0020833333333333346, 0.23541666666666666)
483  i wonder why people complain about this app. e...                                  (0.35, 0.65)
484  it's great. the only issue i have found is tha...                             (0.1875, 0.56875)
485  stuck on the loading screen sometimes, but oth...                              (0.1875, 0.4625)
486  the app is glitchy and slow but i really like ...                 (0.32499999999999996, 0.5875)
487  great app for being in beta still had bugs but...     (0.32062337662337664, 0.5509350649350649)
488  this app is amazing so far, did have trouble g...                  (0.32083333333333336, 0.725)
489  only thing i can put my finger on, take a long...                    (0.15, 0.6666666666666666)
490  the app seems super awesome to use so far minu...     (0.32708333333333334, 0.6916666666666667)
491  seems alright except for the loading issues wi...     (0.14904761904761907, 0.4850793650793651)
492  it took a few attempts to create a profile and...     (0.28680555555555554, 0.6240740740740741)
493  vero is great. yes it is buggy, and crashes, b...      (0.5316666666666666, 0.5033333333333333)
494  really elegant ui, and the overall look is jus...      (0.3448979591836735, 0.5102040816326531)
495  it has a lot of potential if people would be j...                                    (0.0, 1.0)
496  dope, nice clean layout just brilliant keen fo...     (0.39333333333333337, 0.6000000000000001)
497  has the nicest interface i've ever used on a s...      (0.1406060606060606, 0.4375757575757575)
498  so far, it's an extremely refreshing social ex...   (-0.041666666666666685, 0.7666666666666667)
499  i like the idea not using algorithms to contro...                                    (0.2, 0.5)
500  i just recently downloaded this app. it has wo...     (0.21051136363636364, 0.5543434343434344)
501  what an awesome app. i find myself checking th...                                  (0.75, 0.75)
502  to all the idiots who are saying "it shouldn't...    (0.062499999999999986, 0.6986111111111113)
503  this is the best ui i have ever seen on a soci...      (0.2833333333333334, 0.5916666666666667)
504  will be a dope @$$ app 9nce the servers can ke...                     (0.7, 0.6000000000000001)
505  for a beta it actually runs. its design is ver...                                (0.174, 0.376)
506  regardless of the beta bugginess, it's so awes...      (0.3815972222222223, 0.4152777777777778)
507  i personally love this app,no algorithm and no...    (0.020000000000000028, 0.4833333333333333)
508  actually an amazing app! i think i'm gonna sta...                                (0.65625, 0.7)
509  great app so far a few bugs and slow loading b...                                 (0.15, 0.625)
510  i haven't had any of the issues many people ha...     (0.35833333333333334, 0.7374999999999999)
511  running slow right now, but much better than f...     (-0.1285714285714286, 0.6089285714285715)
512  really good. as long as you don't make it mone...     (0.4033333333333333, 0.37333333333333335)
513  great idea, has some problems with its servers...     (0.36190476190476195, 0.5396825396825397)
514  the feature set and the ui is excellent. massi...                                   (0.5, 0.75)
515  great app i love that you can share links, boo...     (0.22786458333333331, 0.6475694444444445)
516  i had no problem installing, and no call was n...      (0.5499999999999999, 0.9166666666666666)
517  i like the whole idea of the app. will be usin...     (0.26666666666666666, 0.3666666666666667)
518  it's a great idea for an app fantastic functio...      (0.5666666666666668, 0.7166666666666667)
519  not sure how to bug report, but i noticed that...     (0.24666666666666667, 0.8944444444444445)
520  looks promising! i do hope they add a text pos...                                 (0.375, 0.55)
521  i like the app a lot, it's rly a fresh concept...                                    (0.3, 0.5)
522  so far i'm just loving having an option beside...     (0.16249999999999998, 0.6375000000000001)
523  my problems where quickly resolved with the ap...     (0.4444444444444444, 0.48333333333333334)
524  i love the idea of this app and think it will ...     (0.42708333333333337, 0.5541666666666667)
525  i think this is the new form of social media. ...       (0.201010101010101, 0.3904040404040405)
526  made a new account in less than a minute. i ha...  (-0.010101010101010102, 0.20707070707070707)
527  this app looks so cool and thanks for replying...                              (0.4125, 0.7125)
528  i really like this app! i think that finding o...    (0.020833333333333332, 0.5750000000000001)
529  overall is a good app and im having a great ex...                                   (0.4, 0.45)
530  great concept, bit please increase the server ...      (0.7000000000000001, 0.6666666666666666)
531  remember everyone, this is beta. the world nee...      (0.2777777777777778, 0.6055555555555555)
532  i've got some tips for you to improve this app...   (0.011111111111111118, 0.35555555555555557)
533  great potential so far, i like that it doesn't...                               (0.19375, 0.65)
534  i think this app is really cool so far. i hope...     (0.22999999999999998, 0.5549999999999999)
535  absolutely love this app and idea. yeah, there...                  (-0.1416666666666667, 0.425)
536  this app definitely has the potential to be on...                    (0.25, 0.6666666666666666)
537  this app shows great potential and i love how ...     (0.37916666666666665, 0.5958333333333333)
538  one word, chronological... the good ol ig days...    (0.26249999999999996, 0.28750000000000003)
539  developers were quick to solve issue and fast ...     (0.24666666666666665, 0.5114285714285715)
540  love it! it is so much better than instagram. ...                  (0.4375, 0.5833333333333334)
541  it's a new app and still in beta so it's somet...     (0.33198051948051954, 0.6506493506493507)
542  vero is a great community for sharing interest...      (0.1172979797979798, 0.3785353535353535)
543  very well done app, some technical issues are ...                 (0.21250000000000002, 0.2625)
544  so far i like this app. i think they'll work o...                              (0.271875, 0.75)
545  this app has the potential to kill out faceboo...                                 (0.0, 0.5625)
546  while obviously it's still in beta so bugs and...     (0.16666666666666666, 0.6166666666666667)
547  great app! aside from the typical and expected...      (0.3202380952380953, 0.5452380952380953)
548  loving the layout and concept so far. i like t...      (0.3357142857142857, 0.6857142857142857)
549  the issues were fixed, so i will change my rev...                                    (0.1, 0.2)
550  pretty good layout and i quite like it .. i wo...     (0.48333333333333334, 0.7000000000000001)
551  very cool app. i use social media mostly to po...     (0.08499999999999999, 0.5629166666666667)
552  it's a clean format that focuses on sharing an...     (0.17500000000000002, 0.4202380952380952)
553  i love this app by the way and its like a futu...                                    (0.5, 0.6)
554  i love it. im excited about it but is not open...                               (0.4375, 0.675)
555  updating my review. vero literally pulled it t...                                    (0.0, 0.0)
556  seems interesting so far. happy to be apart of...                   (0.375, 0.7472222222222222)
557  wow, a 2.6 rating? i'm sure the team wasn't pr...      (0.1766233766233766, 0.6262049062049062)
558  apart from bring back the algorithm-free, chro...                   (0.14000000000000004, 0.36)
559  i like it, good concept. work hard to push out...     (0.20416666666666664, 0.5708333333333333)
560  buggy, crashes, but overall a great, gorgeous ...                               (0.425, 0.5375)
561  considering it's in beta it's been working wel...                     (0.7, 0.6000000000000001)
562  i love vero, it is simple, clean, and has no a...      (0.4197916666666667, 0.7008928571428571)
563  i like it, seems no worse than other social me...    (0.10166666666666666, 0.38833333333333336)
564  really like this app and works really well. ho...                  (0.125, 0.46388888888888896)
565  looks like i am one of the first million ;-) l...                     (0.3, 0.7111111111111111)
566  this is perfect,i personally think this app ne...     (0.3333333333333333, 0.43333333333333335)
567  sure it's in beta and it's got some errors and...     (0.29450757575757575, 0.5025252525252526)
568  i think this is a great idea and i'm really en...                                 (0.65, 0.675)
569  so far early to say, but like what's going on ...     (0.16979166666666665, 0.5239583333333333)
570  sor i am experiencing a problem while register...                                   (-0.5, 0.9)
571  i love this app!!!!! it truly is more social t...      (0.6010995370370371, 0.5240740740740741)
572  be patient. lots of kinks to work out as it's ...    (0.13636363636363635, 0.45454545454545453)
573  i like it, but you guys should add in a text p...                                    (0.0, 0.0)
574  signed up and the screen froze. now it won't l...                                    (0.0, 0.0)
575  oh maaan!!! good app certain bugs to fix like ...     (0.17857142857142858, 0.5428571428571428)
576  great app until it got stuck on the splash scr...                                   (0.8, 0.75)
577  my experience with app is great so far! come f...     (0.36515151515151517, 0.7348484848484849)
578  clean and crisp, quick to set up, features all...     (0.42500000000000004, 0.6291666666666667)
579  vero is a visually stunning, easy to use, "tru...     (0.11666666666666665, 0.8000000000000002)
580  nice interface but with slight bugs. overall f...     (0.30833333333333335, 0.4791666666666667)
581  i highly encourage everyone to be patient whil...     (0.27499999999999997, 0.3466666666666667)
582  yes it took time to send verification but goes...                                    (0.0, 0.0)
583  this what facebook and instagram should have b...    (0.11527777777777777, 0.35555555555555557)
584  one of the best social media right now! but it...     (0.2726190476190476, 0.32559523809523805)
585  honestly, i love it. for a generally undergrou...      (0.12664930555555556, 0.548611111111111)
586  a great app, works just fine for me. got a ver...                   (0.6083333333333334, 0.625)
587  love this app, just wondering if there is any ...                                (0.25, 0.3625)
588  it's a great new look at a social media platfo...     (0.4174242424242424, 0.46780303030303033)
589  absolutely wonderful in a minimalistic way. ea...      (0.5111111111111112, 0.9444444444444445)
590  vero has a huge potential! hope that the early...     (0.20833333333333337, 0.6749999999999999)
591  so far so good, and none of the bs ig restrict...      (0.4333333333333333, 0.7000000000000001)
592  seems great so far. there are some very minor ...     (0.23366666666666663, 0.5553333333333332)
593  seems very good, a little buggy but it is in b...     (0.24083333333333332, 0.7600000000000001)
594  it got potential, i will waiting. it crash eve...                                    (0.0, 1.0)
595  it's a beta version but the potential behind i...     (0.15000000000000002, 0.6625000000000001)
596  fantastic app. been using it for a few months ...                 (-0.075, 0.28214285714285714)
597  app has really come along the past few days, a...                               (0.0875, 0.375)
598  so far so good! love the fact i can add links ...     (0.40208333333333335, 0.6148148148148148)
599  signed up today with no problems. i love the l...      (0.4666666666666667, 0.7166666666666667)
600  quick and easy to set up. non invasive. photo ...     (0.25555555555555554, 0.5634920634920636)
601  maybe it's the no ads and no algorithms. maybe...     (0.14999999999999997, 0.7107142857142857)
602  awesome, i do wish i could have a tab for fami...                                    (1.0, 1.0)
603  i hope this takes off. sick of algorithms and ...     (-0.8928571428571429, 0.8571428571428571)
604  why does it have this low rating? people be tr...     (0.16874999999999998, 0.5458333333333333)
605  honestly if i was ig i'd be worried about comp...     (0.44285714285714284, 0.7178571428571429)
606  love the app and everything about it also defi...      (0.2674242424242424, 0.4240530303030304)
607  absolutely love vero!! it's still in its beta ...                            (0.6453125, 0.875)
608  it is a bit confusing and you cant reload the ...                   (0.265, 0.5399999999999999)
609  so far im thoroughly enjoying vero. my phone k...                    (0.21, 0.5701587301587302)
610  maximum stars to encourage the development. i ...      (0.4083333333333334, 0.7166666666666668)
611  can't get past registration. it says that a co...                               (-0.125, 0.175)
612  absolutely love the interface and the concept,...     (0.09999999999999998, 0.6666666666666666)
613  i'm absolutely in love! thank you! i am so pro...                             (0.3328125, 0.55)
614  i'm on many social networks and this one is by...      (0.24444444444444444, 0.538888888888889)
615  great fresh new app. linking to instagram and ...      (0.5590909090909091, 0.6136363636363636)
616  no algorithms and no ads unlike instagram. thi...                                    (1.0, 1.0)
617  it's a good app. i love it. but it constantly ...                    (0.38, 0.5266666666666666)
618  simple. smooth. appealing graphics. more flexi...      (0.2011904761904762, 0.4712585034013606)
619  good job :) it needs more development in backe...     (0.48333333333333334, 0.6708333333333334)
620  i got sucked in by the fomo - gotta be in the ...                (0.390625, 0.3333333333333333)
621  looks amazing, just froze on me though, won't ...                     (0.6000000000000001, 0.9)
622  does not work on huawei p8lite. please fix. up...                                    (0.0, 0.0)
623  i'm in love. it just needs to be a bit faster,...                                    (1.0, 0.6)
624  i'm having a good time with it. load times are...     (0.32023809523809527, 0.4904761904761905)
625  very interesting start, i hope it gets big bec...                              (0.4125, 0.2625)
626  love the look of the app and features. now jus...                                    (0.5, 0.6)
627  you know how you can share books or films and ...    (0.012499999999999992, 0.4833333333333334)
628  this has a lot of potential to replace faceboo...     (0.26666666666666666, 0.4891636141636142)
629    some of my friends are having a sign up problem                                    (0.0, 0.0)
630  i'm back on vero, looks like ia growing faster...     (0.2333333333333333, 0.20000000000000004)
631  some issues that really need to be sorted out,...                             (0.334375, 0.475)
632  it works just fine for me, this app is really ...                    (0.5083333333333333, 0.75)
633  looks beautiful. will be cool if more people u...                               (0.425, 0.5375)
634  super beautiful and nice looking! phone verifi...      (0.7069444444444445, 0.8888888888888888)
635  confirmation text wouldn't send, no call, no o...                            (-0.21875, 0.2875)
636  i love the idea, please don't sell out to mark...                                    (0.5, 0.6)
637  just signed up and already living it. everythi...     (0.12323232323232323, 0.3737373737373737)
638  this has definitely got something going for it...                                   (0.5, 0.75)
639  dude, this is so different.  totally worth giv...                                (0.1875, 0.35)
640  i can't wait to see the future of this, it loo...    (0.43750000000000006, 0.46249999999999997)
641  the facebook killer is here. everything we wan...    (-0.43333333333333335, 0.3833333333333333)
642  i love vero! it feels like its going to be an ...                                (0.6875, 0.75)
643  a great app! i deleted facebook and added vero...                             (0.34375, 0.5625)
644  love it so far. i hope it makes a better alter...      (0.3666666666666667, 0.7000000000000001)
645  really loving it so far, there are some bugs b...                                    (0.5, 0.9)
646  really good  i see potential in this app so i'...                                   (0.35, 0.8)
647  very good idea, keep trying and make this app ...                    (0.77, 0.9266666666666667)
648  really loving this app, hope this replaces cur...                                  (0.3, 0.675)
649  sends a code via text now and has proven to be...                                    (0.2, 0.3)
650  i like the design of this app a lot. i could s...                                    (0.5, 0.6)
651  only been here a little while but it seems lik...                            (-0.1171875, 0.75)
652  it's so much better than facebook and instagra...                                   (0.5, 0.55)
653  i think this is the way forward. great job but...                                 (0.65, 0.875)
654  great potential, obviously didn't expect 500k ...                   (0.26666666666666666, 0.75)
655  still buggy but the concept is amazing, will s...      (0.1883928571428572, 0.5928571428571429)
656  i love this so far. however i can not seem to ...                  (0.11499999999999999, 0.575)
657  it's a good-looking app. interesting but loads...    (0.09999999999999998, 0.44999999999999996)
658  this a fab social media platform, displays ima...     (0.32916666666666666, 0.3333333333333333)
659  loving where this app is going! extremely usef...                             (0.609375, 0.475)
660  please add instagram to the options for postin...                                  (0.375, 0.0)
661      this is a beta, so of course it's incomplete.                                    (0.0, 0.0)
662  great!!!!!!better than other social media apps...   (-0.12041666666666669, 0.26541666666666663)
663  seems really awesome, looking forward to when ...                                    (1.0, 1.0)
664    i am loving it! fun and easy and no algorithms      (0.49444444444444446, 0.6611111111111111)
665  i love this app alot :) follow me on vero | ca...                                    (0.5, 0.8)
666                               it has many bugs yet                                    (0.5, 0.5)
667       huge potential here, just give it some time!                   (0.20000000000000004, 0.95)
668  update: this is cool. hope instagram dies. ( t...                   (0.18333333333333335, 0.65)
669  great app just need to fix the bugs and upgrad...                                   (0.8, 0.75)
670  good app needs some touches but it seems promi...                   (0.44999999999999996, 0.55)
671  love this app better then instagram easy to up...      (0.4777777777777778, 0.6444444444444445)
672  its refreshing and new doesn't store your info...     (0.17045454545454544, 0.6098484848484849)
673  this app is much better than insta  love the c...      (0.4777777777777778, 0.6444444444444445)
674                        awesime but little bit slow   (-0.24375000000000002, 0.44999999999999996)
675                           it seems very promising                                   (0.26, 0.65)
676       has bugs but thus far it works. its in beta.                                    (0.1, 1.0)
677  of course it has bugs, its growing. but i'm op...                                    (0.0, 0.0)
678  its like ig,fb and twitter having a baby!!! an...      (0.5104166666666666, 0.4666666666666666)
679          beatiful! great interface. slow at times.                                 (0.25, 0.575)
680  super clean. will be interesting to see if it ...     (0.39999999999999997, 0.6222222222222222)
681                   high hopes for this app so good!                  (0.5175, 0.5700000000000001)
682  love this new social media! i don't knoe why i...       (0.233822601010101, 0.3737373737373737)
683                    so far so good! great job guys!      (0.6583333333333333, 0.7833333333333333)
684            this is a true social network. love it!      (0.3361111111111111, 0.4388888888888889)
685    facebook sucks, this is so much better already!                                 (0.1625, 0.4)
686                  finally its working as it should.                                    (0.0, 1.0)
687                 love the app. join the revolution!                                  (0.625, 0.6)
688    pretty nice app. could use text update posting.                                  (0.425, 1.0)
689  okey... i love the app.... but it has a proble...                              (0.2375, 0.5775)
690  taking a lot of time to load. but the app is o...                   (0.35, 0.30000000000000004)
691  vero is everything that is great about being s...      (0.4166666666666667, 0.4083333333333333)
692  a very fine app it have some bugs but i really...                 (0.36041666666666666, 0.4375)
693                    no problems so far. nice sm app                                   (0.35, 1.0)
694          so far so good, honestly quite refreshing                                (0.475, 0.875)
695  updates are great - now an amazing social plat...     (0.47777777777777786, 0.5722222222222222)
696  it's been amazing so far. can't wait for what ...     (0.23333333333333336, 0.6749999999999999)
697                        too new yet ill let ya know    (-0.18181818181818182, 0.7272727272727273)
698        its a good start for a new social media app     (0.2898989898989899, 0.37373737373737376)
699             game changer, best thing is no adverts                                   (0.3, 0.35)
700  better than instagram especially ui and no adv...                                  (0.25, 0.75)
701  looks very promising hope the bugs get fixed f...    (0.10875000000000001, 0.45625000000000004)
702                 easy to use, looks nice and clean.      (0.4666666666666666, 0.8444444444444446)
703  awesome app i loved it ...who else is feelin t...                                   (0.85, 0.9)
704                     good design, very cool concept      (0.5774999999999999, 0.7225000000000001)
705    just started using it and so far no complaints.                                    (0.1, 1.0)
706                    perfect. i like user interface                                     (1.0, 1.0)
707         love it. nice and organized and drama free                     (0.5, 0.8000000000000002)
708  it's a great hybrid between fb and  instagram....      (0.6416666666666667, 0.6166666666666667)
709    i'm interested to see what and where this goes.                                   (0.25, 0.5)
710  great potential to be the next best social net...     (0.3666666666666667, 0.42333333333333334)
711                           im in love with this app                                    (0.5, 0.6)
712  remember folks it's beta. bugs will get worked...                                    (0.0, 0.0)
713       it's awesome. so much better than instagram.                                  (0.75, 0.75)
714             looks stylish. better finished sooner.                                   (0.5, 0.75)
715  its a beautiful appp for every one especially ...                                  (0.425, 1.0)
716  hope this becomes the better alternative for f...                                    (0.5, 0.5)
717     great app. i love how the posts are organized.                                 (0.65, 0.675)
718                         i think this app will grow                                    (0.0, 0.0)
719                     cool idea still a little buggy                  (0.08124999999999999, 0.575)
720  work on app speed (opening app, loading pictur...                                    (0.0, 0.0)
721  finally, someone listened!! love this app so m...                               (0.296875, 0.6)
722                         the best social media ever     (0.5166666666666667, 0.18333333333333332)
723              im artist design lettering using that                                    (0.0, 0.0)
724                     it has a lot of good potential                                   (0.35, 0.8)
725          genuinely is a good social media platform    (0.36666666666666664, 0.33333333333333337)
726        chronological timeline and no ads! im sold!                                    (0.0, 0.0)
727  can't even make an account..the phone verifica...                                  (-0.3, 0.35)
728       simply love it! beware of this, instagram!!!                                    (1.0, 0.6)
729                       the app for know it's awsome                                    (0.0, 0.0)
730                               the best, hands down     (0.4222222222222222, 0.29444444444444445)
731                        this app is really awesome.                                    (1.0, 1.0)
732                this is the future, loving this app                                 (0.3, 0.5375)
733  نرم افزار ارتباطی خوش فکر که نیازبه یکم کار دا...                                    (0.0, 0.0)
734  very buggy but has potential. no algorithm,  f...                     (0.3, 0.5333333333333333)
735                         amazing simple social app.    (0.21111111111111114, 0.44126984126984126)
736                         really good app, loving it                   (0.6499999999999999, 0.775)
737  nice departure from the corruption of insta an...                                    (0.6, 1.0)
738                    really hope this app takes off.                                    (0.2, 0.2)
739                   helps if the app actually opens.                                    (0.0, 0.1)
740                 great, much better than expected!!     (0.38125000000000003, 0.5499999999999999)
741  this app is heavily in beta but you should try it                                   (-0.2, 0.5)
742                    just don't work. cannot log in.                                    (0.0, 0.0)
743           not much to say!! but i loved the app!!!                               (0.421875, 0.5)
744       it shows you new posts first, nuff said!!!!!      (0.4496515447443182, 0.3939393939393939)
745                            i really like this app.                                    (0.2, 0.2)
746                           nice guys.. keep working                                    (0.6, 1.0)
747  really wish it would launch more.  and keep wo...                                  (0.35, 0.35)
748                 good. follow me plz fatemehbordbar                     (0.7, 0.6000000000000001)
749                               nice layout, thanks!                                  (0.425, 0.6)
750                                  it's pretty neat!                                 (0.3125, 1.0)
751                              its very slow loading                  (-0.39000000000000007, 0.52)
752       the future of social media is here.... truth   (0.016666666666666666, 0.09583333333333333)
753               great app, hope it kills fb soon :-)                                 (0.65, 0.875)
754               i'm an artist and i just loved it...                                    (0.7, 0.8)
755  no adds?? :d that alone made me give it five s...                                    (0.0, 0.0)
756                             has lots of potential.                                    (0.0, 1.0)
757                                        keep it up!                                    (0.0, 0.0)
758  think this is the future happy to be apart of ...                                 (0.5, 0.5625)
759                                   i love this app!                                  (0.625, 0.6)
760                                 awesome! love it!                                  (0.8125, 0.8)
761                                      it's awesome!                                    (1.0, 1.0)
762                                     great concept!                                   (1.0, 0.75)
763                    so much better than fb or ig...                                    (0.5, 0.5)
764                      awesome, the #instagramkiller                                    (1.0, 1.0)
765                             fun and simple to use!                    (0.15, 0.2785714285714286)
766                               this app is amazing!                     (0.7500000000000001, 0.9)
767                   plz fix the bugs n supeb concept                                    (0.0, 0.0)
768                                             no bs!                                    (0.0, 0.0)
769                   good and trash at the  same time                   (0.35, 0.36250000000000004)
770                                give them some time                                    (0.0, 0.0)
771                              good social media app    (0.36666666666666664, 0.33333333333333337)
772                                     so far so good                    (0.39999999999999997, 0.8)
773                            very amazing social app     (0.40666666666666673, 0.5333333333333333)
774                                  looks good so far                    (0.39999999999999997, 0.8)
775                    this is going to be a great app                                   (0.8, 0.75)
776                              absolutely loving it.                                   (0.6, 0.95)
777                                     this is great                                    (0.8, 0.75)
778                                       it's awesome                                    (1.0, 1.0)
779                                          good app.                     (0.7, 0.6000000000000001)
780                                         i love it                                     (0.5, 0.6)
781                              looks very promising!                                 (0.325, 0.65)
782                                    kerennnn & top                                     (0.5, 0.5)
783                                the new instagram ♡    (0.13636363636363635, 0.45454545454545453)
784                                  better then insta                                    (0.5, 0.5)
785                              better than instagram                                    (0.5, 0.5)
786                                 good bye instagram                     (0.7, 0.6000000000000001)
787                         great facebook alternative                                   (0.8, 0.75)
788                             this is all is perfect                                    (1.0, 1.0)
789                               better than facebook                                    (0.5, 0.5)
790  it would not send me a text with the code so w...                                    (0.0, 0.0)
791                     great alternative to instagram                                   (0.8, 0.75)
792                                            nice ui                                    (0.6, 1.0)
793                                    i like this app                                    (0.0, 0.0)
794                                   bye bye facebook                                    (0.0, 0.0)
795                                       just perfect                                    (1.0, 1.0)
796                                    simply complete                                    (0.1, 0.4)
797                                           good app                     (0.7, 0.6000000000000001)
798                                            it cool                                  (0.35, 0.65)
799                                          great app                                   (0.8, 0.75)
800                                           nice app                                    (0.6, 1.0)
801                                          its great                                   (0.8, 0.75)
802                                      no censorship                                    (0.0, 0.0)
803                                          i love it                                    (0.5, 0.6)
804                                           best app                                    (1.0, 0.3)
805                                          great app                                   (0.8, 0.75)
806                                   simpel and great                                   (0.8, 0.75)
807                                          i love it                                    (0.5, 0.6)
808  i like the chronological feed and the fact tha...                                    (0.1, 0.1)
809                                            perfect                                    (1.0, 1.0)
810                                            love it                                    (0.5, 0.6)
811                                               cool                                  (0.35, 0.65)
812                                               nice                                    (0.6, 1.0)
813                                            perfect                                    (1.0, 1.0)
814                                             decent     (0.16666666666666666, 0.6666666666666666)
815                                               good                     (0.7, 0.6000000000000001)
816                                            love it                                    (0.5, 0.6)
817                                               best                                    (1.0, 0.3)
818                                          love this                                    (0.5, 0.6)
819                                      dope layout..                                    (0.0, 0.0)
820                                         the future                                  (0.0, 0.125)
821                                    looks promising                                    (0.2, 0.5)
822                                    facebook killer                                    (0.0, 0.0)
823                                               عالی                                    (0.0, 0.0)
824                                               cewl                                    (0.0, 0.0)
825                                                wow                                    (0.1, 1.0)
826                                               beat                                    (0.0, 0.0)
827  la idea es increíble y le veo mucho futuro. no...                                    (0.0, 0.0)
828            i love it, just needs a bigger fan base    (-0.10000000000000002, 0.7000000000000001)
829  this is the future of social media for sure. t...     (0.24629629629629632, 0.5709876543209877)
830  the best social media app i have ever used. hi...     (0.3977777777777778, 0.30222222222222217)
831            way better than instagram, super happy!       (0.611111111111111, 0.7222222222222222)
832        i'm installing this only for zack snyder :)                                   (0.25, 1.0)
833  i'm just going to start off by saying that thi...    (0.44304761904761913, 0.48349206349206353)
834  good so far, and the ui is much cleaner and le...     (0.15666666666666668, 0.4533333333333333)
835  haven't been able to find people i know yet, b...                                  (0.5, 0.625)
