                                      extracted_emojis                               Sentiment_score
405  fantastic app because it always connect with b...                                    (0.7, 0.6)
406  this app is great and helping you getting a jo...                                   (0.8, 0.75)
407  good for making new clients... and developing ...     (0.41818181818181815, 0.5272727272727273)
408  edit - the job alert started working the way i...  (-0.027291666666666662, 0.40062499999999995)
409  i like this because i can find in real time in...                    (0.1, 0.21250000000000002)
410  great. fast and simple to use with perfect ada...                     (0.4, 0.5414285714285715)
411  great , informative and up to date partner in ...                                   (0.8, 0.75)
412  linkedin is a great 'go to' for so many areas ...      (0.5166666666666667, 0.6749999999999999)
413  linkedin is the platform if you want to connec...                                  (0.0, 0.425)
414  it is such a nice platform which enables the y...                 (0.3175, 0.49000000000000005)
415  this app is really helpful and give convince i...                                  (0.5, 0.475)
416  linkedin's app works great in my opinion. i do...                                    (0.4, 0.4)
417  i can navigate my needs efficiently using the ...                   (0.16, 0.22000000000000003)
418  great app...and it will be even greater if "de...     (0.24761904761904763, 0.5212301587301588)
419         simply very useful for professional growth                                 (0.245, 0.05)
420  one of the best career app, i must say best th...      (0.4335714285714286, 0.5021428571428571)
421  linkedin give us professional experience such ...                  (0.425, 0.47500000000000003)
422  the linkedin app is a fantastic way to keep i ...                                   (0.2, 0.45)
423  i have been using this app since last year and...     (0.31923076923076926, 0.4012820512820513)
424  whatever is the work which comes to the needs ...                                   (0.15, 0.5)
425                               best work app ever!!                                    (1.0, 0.3)
426  truly wonderful experience. help to be profess...      (0.5333333333333333, 0.5333333333333333)
427  linkdin is great platform for job opportunitie...      (0.4681818181818182, 0.6022727272727273)
428  the app is very good to connect professionals....    (0.27749999999999997, 0.30750000000000005)
429  love linkedin. the networking capabilities are...     (0.48333333333333334, 0.8583333333333334)
430  what's going on with the linkdln app, my linke...                   (0.15, 0.26666666666666666)
431  it's a great app with real jobs where you can ...     (0.22803030303030303, 0.5598484848484848)
432  total awesomeness! combining the career discov...                     (0.5, 0.8099999999999999)
433  i really love linkedin and recommend all my fo...     (0.28333333333333327, 0.5964285714285714)
434  it's an easy to use app with well arranged tab...      (0.3444444444444445, 0.5777777777777778)
435  love keeping in touch with professional contac...                (0.21875, 0.22499999999999998)
436  it's a great platform to interact with those o...                     (0.6, 0.7833333333333333)
437  linkedin app is the perfect way to use linkedi...    (0.35500000000000004, 0.44000000000000006)
438  great opportunities and options to reach out p...                                 (0.45, 0.425)
439  excellent platform for connections. few sugges...     (0.43333333333333335, 0.5333333333333333)
440  very good experience with the app, found a cou...      (0.3033333333333333, 0.5266666666666667)
441       it's was amazing  and best for earning users                                    (0.8, 0.6)
442  it's a great place to meet so many different k...      (0.4571428571428572, 0.5714285714285714)
443               nice app easily found new jobs❤️❤️❤️      (0.3898989898989898, 0.7626262626262627)
444  it's a useful app if it would work correctly. ...    (-0.21887125220458556, 0.5879188712522045)
445  this app is great for connection with higher p...     (0.22916666666666669, 0.4958333333333333)
446  definitely the best app for working profession...                                    (0.5, 0.4)
447  so far linkden has been working good for me i ...     (0.34687499999999993, 0.6625000000000001)
448  linkedin is undoubtedly a must have app for pr...                   (0.056249999999999994, 0.5)
449  a perfect platform for interacting with expert...      (0.6333333333333333, 0.8333333333333334)
450  i had a great professional communication on th...      (0.5000000000000001, 0.4600000000000001)
451  perfect if you want to become an instant manag...                   (0.267, 0.5163333333333333)
452  ever since i joined this platform, everything ...                             (0.3609375, 0.38)
453  doesn't work at all since last update. cannot ...     (0.18333333333333335, 0.2861111111111111)
454  this app is super in term of jobs and networki...     (0.26742424242424245, 0.4803030303030303)
455  i don't know if it's already available, it'd b...      (0.4000000000000001, 0.4166666666666667)
456  every time i open this app doesn't load at all...     (0.22916666666666666, 0.5661111111111111)
457  this is a very good application. i started my ...                  (0.505, 0.44000000000000006)
458  wonderful application. i've got employed withi...      (0.5833333333333334, 0.7275641025641026)
459              the content, graphics is magnificent.                                    (1.0, 1.0)
460  i am very happy about linkedin, bcz last 4days...    (0.47500000000000003, 0.48611111111111116)
461  it's very professional. you get to easily meet...       (0.3605555555555555, 0.518888888888889)
462  i want to help improve your app, i have a top ...                                (0.3125, 0.45)
463  linkedin is my best app but i'm having just on...                   (0.32, 0.24000000000000005)
464                             good for communication                     (0.7, 0.6000000000000001)
465  so disappointed after your last update - andro...    (-0.08333333333333333, 0.4944444444444444)
466          awesome app to use for business purposes                                     (1.0, 1.0)
467  dear team, yo have created an awesome app.it h...                    (0.6607142857142857, 0.55)
468  i am having a great experience with this app. ...                   (0.27999999999999997, 0.72)
469  just started to really use the app, so far i l...                    (0.15000000000000002, 0.6)
470  i was impressed by finding all enterpreneurs o...                     (0.4, 0.5666666666666668)
471                  wonderful professional platform .                                  (0.55, 0.55)
472  follow #missawareness . going through this app...     (0.33071428571428574, 0.5832142857142857)
473  i'm satisfying every day to look my suitable j...                                (0.525, 0.875)
474  nice tool for commercial-social communication....      (0.3333333333333333, 0.8666666666666667)
475  thank you! the app has been so helpful so far....     (0.16666666666666666, 0.7000000000000001)
476  great app, really helps my business and my per...    (0.27999999999999997, 0.32999999999999996)
477  linkedin is a sure bet with linkedin you canno...               (0.4184375, 0.6098611111111111)
478  i'm impressed about the efficiency and accurac...                 (0.49375, 0.7250000000000001)
479                 easy to use. plentiful of features     (0.43333333333333335, 0.8333333333333334)
480  this app has recently upgraded so people can l...                   (0.27999999999999997, 0.43)
481  amazing, however since being with you since 20...      (0.1831912878787879, 0.4943181818181818)
482  best app for searching jobs relevant to your f...                                    (0.7, 0.6)
483  i have been on linkedin for a few years. great...      (0.5420454545454545, 0.4818181818181818)
484  very great app to find jobs on i've come acros...      (0.5611111111111111, 0.6861111111111112)
485  hello, i have a suggestion, if you would love ...     (0.08333333333333333, 0.4083333333333334)
486  building a personal brand and increasing my pr...    (0.18333333333333335, 0.35833333333333334)
487  it's a very business oriented learning experie...    (0.12083333333333333, 0.18333333333333332)
488  very good application for the professionals an...      (0.9099999999999999, 0.7800000000000001)
489  linkedin is a platform that offers great oppor...                                 (0.45, 0.375)
490  the best app i have ever come across. it taugh...               (0.34687500000000004, 0.384375)
491  great user experience and very intuitive. easi...     (0.43333333333333335, 0.6958333333333333)
492  great ease of use, and designed very well. ui ...      (0.5416666666666666, 0.5166666666666667)
493  perfect community for professional communicati...     (0.3666666666666667, 0.46666666666666673)
494                             beautiful and amazing.                    (0.7250000000000001, 0.95)
495  linkedin is a foremost app on professionalism ...                   (0.22499999999999998, 0.15)
496   the app works well and is handy for its purpose.                                    (0.6, 0.9)
497  it's an incredible app that connect people fro...                   (0.5541666666666667, 0.625)
498  it's a great app, premium membership is expens...                  (0.15000000000000002, 0.725)
499  i am trying this to see if i can gain extra mo...                                    (0.0, 0.1)
500  it is a one of the best app to search a good j...    (0.47619047619047616, 0.40476190476190477)
501  linkedin opened me to a global network, and he...                                  (0.05, 0.05)
502  the only best platform to showcase life achiev...       (0.3472727272727273, 0.470909090909091)
503  linkedin should be an essential one in your ph...      (0.2902777777777778, 0.4305555555555556)
504  great info and support in the job market very ...                                  (0.9, 0.875)
505  nice app for professional connection & for sea...                                  (0.35, 0.55)
506               resource center complete landscaping                                   (0.0, 0.25)
507  excellent app for building your brand, busines...     (0.32166666666666666, 0.4333333333333334)
508  its very wonderful. i enjoy the app more than ...                                (0.475, 0.675)
509  this app is excellent in that it gives insight...                                  (0.58, 0.62)
510  the best in of the world and the best in of th...                                    (1.0, 0.3)
511  great app to see how far someone's network can...                     (0.3, 0.9166666666666666)
512        great app. recently one of my favorite apps     (0.43333333333333335, 0.6666666666666666)
513  amazing app to build your network in the right...     (0.49642857142857144, 0.6339285714285715)
514  using this app is very nice. i interact with f...                                   (0.78, 1.0)
515  what if your work/life balance was perfectly c...                                (0.75, 0.8125)
516  easy to use especially for someone who isn't r...      (0.2111111111111111, 0.6777777777777779)
517  best platform on the world wide web to connect...    (0.20584415584415588, 0.29935064935064937)
518  great app. brilliant way to showcase one's per...      (0.2852272727272727, 0.6541666666666667)
519  it is very easy to get advice on advancing ski...    (0.31055555555555553, 0.42500000000000004)
520  rightly serving what it meant for!. but two th...      (0.2633928571428571, 0.4419642857142857)
521  i have been using my browse to check my linked...               (0.43437499999999996, 0.634375)
522  i finally taken the time to start getting into...     (0.15555555555555559, 0.5027777777777778)
523  linkedin is a must have app for any profession...                              (0.3625, 0.5375)
524  very simple, there is nothing like it. i think...     (0.29074074074074074, 0.4421957671957672)
525  great app, very much useful to get in touch pe...                               (0.525, 0.7125)
526  i like it so much, it works so fine, and i did...      (0.2506060606060606, 0.4442424242424242)
527  linkedin is a very informative and engaging. i...      (0.5333333333333333, 0.6666666666666666)
528  new to it... update as of 10/10/2022... great ...      (0.4017045454545455, 0.5647727272727273)
529  bring a feature to find the first post on link...                    (0.25, 0.3333333333333333)
530  app sound cool and everything but i am unable ...                             (-0.0625, 0.6125)
531  its really a good app by all standards, but i ...    (0.12222222222222223, 0.44074074074074077)
532            very useful to communicate each other!!                          (0.09734375, 0.1875)
533  very good in reaching with latest news of all ...                   (0.705, 0.8400000000000001)
534  it's a very good app for job and internship li...     (0.3033333333333333, 0.36000000000000004)
535   good to network especially on technical subjects                                   (0.35, 0.4)
536  of all the social apps this is the one easiest...     (0.34898989898989896, 0.4047979797979799)
537  linkedin is definitely one of the top employme...     (0.2025238095238095, 0.44942857142857146)
538  i loved linkedin. it's the perfect social spac...     (0.46458333333333335, 0.5937499999999999)
539  it is a great platform, free course and exposu...                   (0.425, 0.7357142857142857)
540  for those who say it doesnt work efficiently i...                                    (0.3, 0.1)
541  outstanding! linkedin is an incredible resourc...                              (0.7625, 0.8875)
542  fantastic app, joined linkedin in 2012 but tho...     (0.08000000000000003, 0.6799999999999999)
543  the linkedin app is very easy to use and keeps...                     (0.5633333333333334, 1.0)
544  it is very helpful for freshers students. here...                            (0.19375, 0.49375)
545  by far the most user-friendly job search tool ...      (0.5083333333333333, 0.8333333333333334)
546  i love the app. i have learnt a lot from the a...                                (0.5, 0.58125)
547  the app is so professional and filled with ama...                    (0.62, 0.6399999999999999)
548  great for networking, and keeping up to date o...                     (0.6, 0.4833333333333334)
549  something i would really like to have is havin...                   (-0.1, 0.44999999999999996)
550  surprised . i never bother to try linkedin, i ...      (0.6333333333333333, 0.8833333333333333)
551  since when started using this service app i ha...                                    (0.0, 0.6)
552  excellent way for professionals to link up, sh...                                    (1.0, 1.0)
553  very nice app. i was away too many years and i...      (0.4266666666666667, 0.5833333333333334)
554  yes,i thinking about rate this application wit...      (0.0666666666666667, 0.7999999999999999)
555  very good app... please consider adding city b...                   (0.705, 0.6400000000000001)
556  i'm using this since 2 years and i'm loving it...                                (0.515, 0.685)
557  best app ever. mature, peaceful, motivational ...      (0.4027777777777778, 0.4222222222222223)
558  it's good. but it would be nice if the option ...      (0.4666666666666666, 0.5666666666666668)
559  linkedin is beyond our imagination. while surf...                              (0.425, 0.64375)
560  excellent experience on linkedin app high conn...     (0.38666666666666666, 0.5133333333333333)
561                     great app, start using it now!                                   (1.0, 0.75)
562  unable to enable dark mode for z fold 2 after ...    (-0.21666666666666667, 0.3833333333333333)
563  great app to help you get a job and connect wi...                                   (0.8, 0.75)
564  i think linkedin is great! what a wonderful wa...      (0.6466666666666667, 0.6713333333333333)
565  really easy to navigate and to use. great app ...     (0.37777777777777777, 0.7277777777777779)
566  maybe to much good apps and very smooth good p...      (0.4987878787878788, 0.6098484848484849)
567                 very supportive and most reliable.                                 (0.575, 0.75)
568  it's the most powerful tool i have ever used i...     (0.26666666666666666, 0.5444444444444445)
569    best platform to creating professional network.                                   (0.55, 0.2)
570  very surprised that it's not all about your jo...     (0.26333333333333336, 0.5222222222222223)
571  very informative and very good to know about t...      (0.5366666666666666, 0.5266666666666667)
572  amazing place for knowledge sharing , learning...                                (0.55, 0.5875)
573   exceptionally great. good for networking and job                                 (0.75, 0.675)
574  linkedin is a very professional app which help...                          (0.338125, 0.438125)
575  makes it easier to get ahold of people who are...     (0.23958333333333334, 0.5583333333333333)
576  greatest app, hope it will improve more in the...                               (0.375, 0.6625)
577  i have to say i gravitate towards #linkedin an...    (0.29588744588744587, 0.45901875901875905)
578  excellent app so incredibly well designed. hel...                   (0.5750000000000001, 0.675)
579                        very nice and very well app                                  (0.49, 0.65)
580  well all over is perfect platform. i have 1 is...                                 (0.32, 0.635)
581  i prefer linkedin over any social platform. th...     (0.21628787878787878, 0.3979166666666667)
582  very helpful for getting professional informat...                    (0.15000000000000002, 0.2)
583  great to connect and know a way along my caree...                                   (1.0, 0.75)
584  this is the best app everything is about netwo...     (0.8590476190476192, 0.42547619047619045)
585  i like this app very much, i would like to enc...                    (0.33, 0.5800000000000001)
586  i like linkedin, because it connects people , ...                     (0.3, 0.6666666666666667)
587  the ever changing world has forced us to becom...     (0.26235119047619043, 0.4047619047619047)
588  just one thing needs to correct , try giving u...                                 (0.4, 0.5625)
589  i believe i can make good connections to grow ...                     (0.7, 0.6000000000000001)
590          bring multi login within one linkedin app                                    (0.0, 0.0)
591  linkedin has been very instrumental in keeping...                   (0.23, 0.13333333333333333)
592  this has become my favorite app. i love the bu...     (0.40909090909090906, 0.6386363636363637)
593  i have always used the web version of this sit...                                   (0.75, 0.6)
594  great to be able to network! the notification ...                   (0.445, 0.4916666666666666)
595  an excellent top quality app for work networki...     (0.49090909090909096, 0.5159090909090909)
596  fantastic application to know what happened an...                                    (0.4, 0.9)
597  very useful app help me to presence my profess...                                 (0.245, 0.05)
598  easy to use. never have any issues. my only co...     (0.04444444444444445, 0.6777777777777779)
599  woh!!! this is an amazing app to find favourit...                   (0.12000000000000002, 0.58)
600  the linkedin app is easy to install, and use. ...     (0.21333333333333332, 0.5247619047619048)
601  nice and more clearance i'm applying and black...     (0.2503401360544218, 0.46224489795918366)
602  after latest update app keeps crashing and clo...                                   (0.3, 0.55)
603  fun and exciting. getting to know the app bett...                     (0.3666666666666667, 0.5)
604  great app. very easy navigation within the app...                    (0.6627777777777778, 0.75)
605  fantastic app, but i have one major ask for th...    (0.005681818181818182, 0.6181818181818183)
606  being an executive with serious ambitions i be...    (-0.1111111111111111, 0.48888888888888893)
607  from my point of view, this is the app that i ...                                   (0.8, 0.75)
608  very effective and excellent features and real...      (0.6766666666666667, 0.7333333333333334)
609  what happened to the app? after today's update...                   (0.09999999999999998, 0.76)
610  very nice app, good connections and people wit...     (0.3866666666666666, 0.46388888888888885)
611  a good platform to connect with people working...      (0.5333333333333333, 0.5833333333333334)
612  very professional and uplifting app in terms o...      (0.4216666666666667, 0.6966666666666667)
613                         the best professional app!                                 (0.5625, 0.2)
614  it's a great app.. never have any tech problem...     (0.12187500000000002, 0.6166666666666667)
615  the best social welfare app ever for professio...    (0.17523809523809525, 0.32476190476190475)
616                        easy to use and comprehend.     (0.43333333333333335, 0.8333333333333334)
617  nice app to explore lots of opportunities in p...                                  (0.35, 0.55)
618     open minded people are always looking to help.                                    (0.0, 0.5)
619  linkedin app is perfect, solution of many appl...       (0.4672727272727273, 0.610909090909091)
620  one of the best app that can help to make your...      (0.4671428571428572, 0.5171428571428571)
621  i was in my last semester of my mba when i lan...                               (0.2875, 0.375)
622  this app does exacptly what the name says, lin...    (0.08666666666666667, 0.24666666666666667)
623  satisfied with the working of linkedin. a bett...      (0.3333333333333333, 0.6333333333333333)
624  linkedin is really very helpful to stay connec...     (0.37777777777777777, 0.5444444444444444)
625  amazing app! you can find jobs, increase your ...                                  (0.875, 0.6)
626  it's the best app i have ever used the most. i...     (0.45142045454545454, 0.4536931818181818)
627  good application to me to get networking. in t...                               (0.675, 0.6125)
628  it was deactivated for long ...so i can't comm...                                 (0.225, 0.45)
629             an awesome  app...so much positivity..                                    (0.6, 0.6)
630  very good app for networking and job searches....                  (0.8025, 0.7887500000000001)
631  linkedin is an excellent social network platfo...     (0.31666666666666665, 0.6395833333333333)
632  this app is very helpful.anyone can access it ...    (0.24666666666666667, 0.45809523809523806)
633  the app is user friendly and makes networking ...    (0.22216666666666668, 0.48916666666666675)
634          very good app for connecting with people.      (0.9099999999999999, 0.7800000000000001)
635   undoubtedly the best place for the professionals                                    (1.0, 0.3)
636  used linkedin for quite a few years on and off...      (0.3666666666666667, 0.5787037037037037)
637       very useful for my job search i got the job.                                   (0.39, 0.0)
638  i just love how conveniently it puts a lot of ...                                (0.4125, 0.75)
639  except home page (feeds page) nothing loads in...                (0.35520833333333335, 0.53125)
640  it's been awesome here on linkedin...i have be...                                (0.75, 0.8125)
641  excellent, app professionally allows me to con...                                  (0.55, 0.55)
642  smooth & smart app for professional  one can e...      (0.3925170068027211, 0.6108843537414966)
643  allow us to reorder the certificates. also the...                                 (0.5, 0.4375)
644  to advertise this app as a tool to find a job ...     (0.16666666666666666, 0.8333333333333334)
645  good app for professionals... instead of wasti...    (0.36666666666666664, 0.33333333333333337)
646  this is the job searching app. it is easy to s...     (0.38987179487179485, 0.6206410256410256)
647  connecting to linkedin is good for new job sea...       (0.2549242424242424, 0.628219696969697)
648  one of the best social site app. where people ...     (0.2833333333333334, 0.19166666666666665)
649  powerful and most resourceful app for our gene...      (0.5166666666666667, 0.7999999999999999)
650  awsum app for those who look for the jobs very...    (-0.04199999999999997, 0.4533333333333333)
651  it is a great app. to build professional netwo...     (0.3410714285714286, 0.43869047619047613)
652  linkedin has sent me so many leads for jobs an...     (0.16249999999999998, 0.5416666666666666)
653  this is an awesome app. awesome platform . cus...                   (0.8220000000000001, 0.796)
654  linkedin app is excellent, everything is clear...       (0.2532467532467533, 0.556060606060606)
655  jobs are appearing but no use and response fro...                   (-0.05499999999999999, 1.0)
656  well, i almost with regret hesitate to give cu...                      (0.5, 0.662962962962963)
657  very functional, allows you to do all necessar...      (0.4133333333333333, 0.6533333333333333)
658           great platform to find job opportunities                                   (0.8, 0.75)
659  a platform for not just connecting with profes...                    (0.45, 0.8099999999999999)
660  my experience with the app has been epic. i lo...      (0.5604166666666667, 0.5666666666666667)
661  hard working and develop my skills with strong...     (0.21388888888888888, 0.7027777777777778)
662  this is a one stop shop for all your professio...                    (0.25, 0.6000000000000001)
663  it has been fun and engaging. there's a lot of...      (0.4333333333333333, 0.6166666666666666)
664  my circle is growing through linkedin, everyon...      (0.26666666666666666, 0.258974358974359)
665                          very good platform for me      (0.9099999999999999, 0.7800000000000001)
666  it's varry good app but i am sorry to say that...     (0.06666666666666665, 0.5555555555555556)
667  amazing app, but i want to report a problem, c...      (0.5666666666666668, 0.8083333333333332)
668  it's very useful social app and very fast and ...      (0.5186666666666666, 0.5253333333333334)
669  very reliable in global update and for job see...                                   (0.1, 0.15)
670  need learn more an english and practice making...                                    (0.5, 0.5)
671  linkedin is a great app. i've gotten the oppor...     (0.21250000000000002, 0.5597222222222222)
672  still new in the professional connection game,...     (0.11704545454545454, 0.4880681818181818)
673       excellent couldn't get anywhere without it!                                     (1.0, 1.0)
674  most useful app for youth job seekers and empl...                                   (0.4, 0.25)
675  linkedin is extremely well populated with peop...     (0.39166666666666666, 0.8814814814814814)
676  good platform for professional networks and ke...     (0.26666666666666666, 0.3666666666666667)
677  yet to create a dark mode option on linkedin. ...                                (0.325, 0.575)
678        best professional app for the professionals                                   (0.55, 0.2)
679  the app is just so great and lovely enjoyed th...      (0.4166666666666667, 0.7000000000000001)
680  a great app if you want to get a job or learn ...                                  (0.5, 0.475)
681          very easy to use. thank you linkedin team                     (0.5633333333333334, 1.0)
682  excellent app for recruitment bench marking an...                                    (0.5, 0.5)
683                  great app for networking and jobs                                   (0.8, 0.75)
684      the perfect app to build professional career.                                  (0.55, 0.55)
685  if you do not have a linkedin account yet, you...                                    (0.5, 0.5)
686         its very useful apps for every serviceman.                                   (0.39, 0.0)
687                best app for jobs  search. love it.                   (0.75, 0.44999999999999996)
688  i absolutely love linkedin, one of the best jo...    (0.45606060606060606, 0.47575757575757577)
689  you can always count on linkedin for the best ...                                (0.525, 0.475)
690         learning more to subscribe a premium soon.                                    (0.5, 0.5)
691  it has been a great time so far with linkedin ...                                  (0.43, 0.72)
692  the best platform to find the job that suits y...                                    (1.0, 0.3)
693         very useful for anyone search for anew job                                   (0.39, 0.0)
694  great app. best for marketers. but, i wanna gi...                    (0.9333333333333332, 0.45)
695         so difficults these days to get job online                                    (0.0, 0.0)
696  my best decision in a long time is switching m...                                 (0.475, 0.35)
697  best social media app for professional connect...    (0.43216145833333336, 0.26666666666666666)
698  an awesome professional platform that does wha...                                  (0.55, 0.55)
699            very eye opening. good for connections.    (0.44999999999999996, 0.45000000000000007)
700  the app makes it much easier to find connectio...                    (0.5, 0.48333333333333334)
701  it's a great way to stay in touch with profres...                                   (0.8, 0.75)
702  it is a wonderful social platform for working ...      (0.5166666666666667, 0.5333333333333333)
703  this is best app. but since a few 2 days i'm h...                                (0.34375, 0.2)
704  this app for student as specially college stud...     (0.3035714285714286, 0.45238095238095233)
705  it's give me a clear way to start up and also ...                   (0.225, 0.4666666666666667)
706  linkedin has really helped in my professional ...     (0.23333333333333334, 0.4388888888888889)
707  what an incredible platform to connect people ...      (0.3333333333333333, 0.3333333333333333)
708  user-friendly and a great networking one-stop-...      (0.3893939393939394, 0.5840909090909091)
709                     a great app for professionals!                                   (1.0, 0.75)
710  best platform to connect with employers and fr...                                    (1.0, 0.3)
711  one day, in retrospect, the years of struggle ...                                 (0.675, 0.75)
712  it is a nice app because it brings the job see...      (0.5166666666666666, 0.9166666666666667)
713  linkedin is a great platform. it is reliable' ...                              (0.3375, 0.5625)
714          good apps for android phone trying it out                     (0.7, 0.6000000000000001)
715  great, very easy to use, cheaper and professio...      (0.6211111111111111, 0.7833333333333333)
716  thanks to this app, i got my very first profes...    (0.20833333333333334, 0.24444444444444444)
717  good social media post...especially different ...     (0.24444444444444444, 0.4222222222222222)
718  great experience for using this platform for i...                                   (0.8, 0.75)
719  very resourceful and excellence in connecting ...                                   (0.78, 1.0)
720                  great device and very easy to use                   (0.6816666666666666, 0.875)
721  lost good professional friends found. and that...    (0.39999999999999997, 0.35000000000000003)
722  very interesting and it's a great site which h...      (0.2325757575757576, 0.6507575757575758)
723  i read the reviews where ppl are having troubl...                             (-0.1625, 0.2875)
724                    greatest app & easy to use free      (0.6111111111111112, 0.8777777777777779)
725  just a bit good is this platform for searching...                     (0.7, 0.6000000000000001)
726                wonderful and very informative app.                                   (0.6, 0.65)
727  just amazing experience wonderful platform for...                     (0.6, 0.7666666666666666)
728  linkedin has quality training in multiple cour...                   (0.16999999999999998, 0.37)
729  it's really interesting,enjoying and you can m...                                    (0.2, 0.2)
730  hopefully this update brings a more secure pla...                                  (0.45, 0.55)
731  i am using linkedin daily, very effectively si...                                   (0.39, 0.5)
732         best app for job search or career insights                                    (1.0, 0.3)
733  very awesome for finding the new job opportuni...      (0.5681818181818181, 0.7272727272727273)
734  it's a great platform to connect and build a c...                                   (0.8, 0.75)
735  last 5 days, site app shows update option, loc...      (0.3666666666666667, 0.6055555555555555)
736  this is an app with good opportunities for emp...                   (0.35, 0.45000000000000007)
737  i am new to this app and still learning how to...     (0.24242424242424243, 0.6219696969696971)
738        awesome app to connect professional people.                                  (0.55, 0.55)
739                      it's good app for job seekers                     (0.7, 0.6000000000000001)
740              very satisfied, strongly recommended!      (0.5958333333333333, 0.8666666666666667)
741                        very good smooth experience                   (0.655, 0.6400000000000001)
742  curtain and shifon bedroom and living room wit...      (0.6999999999999998, 0.6000000000000001)
743                         very very good and useful                   (0.605, 0.39000000000000007)
744                            great app. easy to use.      (0.6166666666666667, 0.7916666666666667)
745  just feels so professional and there are many ...                     (0.3, 0.3333333333333333)
746                               great app wlfor work                                   (0.8, 0.75)
747  wow. alot of knowledge.. network invitations t...                                    (0.1, 1.0)
748  its wòunderful app thank you so much god will ...                                    (0.2, 0.2)
749  one of the best business to business apps so f...     (0.3666666666666667, 0.43333333333333335)
750  looking to me where i basically should be. wit...    (0.03333333333333333, 0.39166666666666666)
751               very good app i really appreciate it      (0.5549999999999999, 0.4900000000000001)
752             apps for professionals and industries.                                    (0.0, 0.0)
753  great to communicate with propossinal connect ...                                   (0.8, 0.75)
754                      loves it, thank you linkedin.                                    (0.0, 0.0)
755                      a very good app. many thanks.      (0.5366666666666666, 0.4933333333333334)
756         great minds think alike!!! no differently                                   (0.5, 0.675)
757                   one of the best application ever                                    (1.0, 0.3)
758                               very good app my job      (0.9099999999999999, 0.7800000000000001)
759                             very good app linkedln      (0.9099999999999999, 0.7800000000000001)
760      a app every career driven person should have                                     (0.0, 0.0)
761                  great experience good application                                 (0.75, 0.675)
762                         cool app do business tings                                  (0.35, 0.65)
763  i'm hoping to contact my old pals from my earl...                                   (0.1, 0.25)
764                  great app with allot of good info                                 (0.75, 0.675)
765                               this is very helpful                                    (0.2, 0.3)
766                                good business sides                     (0.7, 0.6000000000000001)
767  my support & business campaign data& privacy p...                                    (0.0, 0.0)
768  it's one of the best, state of the art apps th...                                    (1.0, 0.3)
769                             good for professionals                     (0.7, 0.6000000000000001)
770                              this is the best app!                                    (1.0, 0.3)
771  i forgot my password and i can't login please ...                                    (0.0, 0.0)
772  i am a team player, i can follow the company p...                                   (0.1, 0.18)
773                          slightly different but ok                                  (0.25, 0.55)
774                       such a helpfull application                                     (0.0, 0.5)
775                                world-class product                                    (0.0, 0.0)
776                               the app is too good                      (0.7, 0.6000000000000001)
777            this is the instagram of professionals.                                    (0.0, 0.0)
778                       keeps me inform in real-time                                    (0.0, 0.0)
779            a good social network for professionals    (0.36666666666666664, 0.33333333333333337)
780                                    very useful app                                   (0.39, 0.0)
781                          i liked this app so much.                                    (0.4, 0.5)
782                           recommended for everyone                                    (0.0, 0.0)
783                  just phenomenal for professionals                                    (0.5, 0.5)
784  linkedin is the best thing i ever see happen. ...                                    (1.0, 0.3)
785  very great. i love how they can match job oppo...                    (0.75, 0.7875000000000001)
786  it opens a new window to me. makes me see how ...     (0.04545454545454545, 0.5181818181818182)
787  fully professional. i liked a lot. i find it v...    (0.24527272727272723, 0.35090909090909095)
788  excellently great, very educative with wonderf...      (0.6666666666666666, 0.6833333333333332)
789  linkedin proves to be a very useful platform t...    (0.20666666666666667, 0.44166666666666665)
790  i was not using linkedin app for many years, d...                   (0.425, 0.6333333333333333)
791  exceptional, updates are not buggy. notificati...                   (0.16666666666666666, 0.75)
792  profile field should have an option to add the...                    (0.3, 0.39999999999999997)
793  its a best app to stay connected and find just...     (0.4340909090909091, 0.38863636363636367)
794  the best app to connect with people,search for...      (0.7166666666666667, 0.5166666666666666)
795  this app is really good because it gives the o...                     (0.7, 0.6000000000000001)
796  excellent ui for the "must have" app if you're...                                    (1.0, 1.0)
797  this app is very helpful for me because i have...      (0.33888888888888885, 0.688888888888889)
798  this is the only professional app that allows ...    (0.10000000000000002, 0.43333333333333335)
799  awesome app & easy to use. also very informati...      (0.4083333333333333, 0.7833333333333333)
800                  simple and have great information                     (0.4, 0.5535714285714286)
801  since last 1 day i am facing a problem in my l...   (-0.03333333333333333, 0.23611111111111113)
802  easy to install on cell. no privacy issues, ev...      (0.6111111111111112, 0.8111111111111112)
803                such as truly for fresher candidate                                    (0.0, 0.5)
804                                    very useful app                                   (0.39, 0.0)
805  it does not have the features other social med...     (0.23611111111111113, 0.3972222222222222)
806  linkedin has been a great forum for discoverin...      (0.4681818181818182, 0.6022727272727273)
807  only recently downloaded and a joy to use. exc...                    (0.36, 0.5900000000000001)
808  linkedin has become a huge, global, social and...      (0.3416666666666667, 0.4770833333333333)
809                    excellent app easy to find jobs      (0.7166666666666667, 0.9166666666666667)
810  i've used this app and linkedin services serio...  (-0.039999999999999994, 0.42666666666666664)
811                   so easy to use and friendly user      (0.4041666666666667, 0.6666666666666667)
812  linkedin is a really good app with a simple, e...      (0.2866666666666667, 0.4780952380952382)
813  linkedin is one of a kind application. we can ...     (0.34761904761904766, 0.6690476190476191)
814  great app!!!! plus the new update brought back...      (0.1484848484848485, 0.5282828282828284)
